GroupID	PGNumber	Actual_SB.mns.LB.mns.Num	swFriendlyStrainName	ClusterMapping	Diet	MiSeqRun	SampleType	RV_end.mns.systolic_pressure_HFD_Mean_STRAIN	PercentageIncrease_STRAIN	PercentageIncrease_STRAIN	RV_Heart_Rate	RV_RAP	RV_End.mns.diastolic_pressure	RV_Maximum_Pressure	RV_End.mns.systolic_pressure	RV_mean_Pressure	RV_Maximum_dP.ovr.dt	RV_Min_dP.ovr.dt	RV_End.mns.diastolic_volume	RV_End.mns.Systolic_volume	RV_Stroke_Volume	RV_Cardiac_Output	RV_Resistance__PVR_Woods_	RV_Resistance__PVR_Dynes_	RV_Contractile_Index	RV_Ejection_Fraction	RV_Stroke_Work	RV_Peak_Power	RV_Peak_Power.ovr.EDV	RV_Ees	RV_Ea	RV_Ees.ovr.Ea	PA_Maximum_Pressure	PA_Min_Pressure	PA_mean_Pressure	PA_Pulse_Pressure	PA_Compliance	PA_RC_time	LV_Heart_Rate	LV_LAP	LV_End.mns.diastolic_pressure	LV_Maximum_Pressure	LV_End.mns.systolic_pressure	LV_mean_Pressure	LV_Maximum_dP.ovr.dt	LV_Min_dP.ovr.dt	LV_End.mns.diastolic_volume	LV_End.mns.Systolic_volume	LV_Stroke_Volume	LV_Cardiac_Output	LV_Resistance__SVR_Woods_	LV_Resistance__SVR_Dynes_	LV_Ejection_Fraction	LV_Contractile_Index	LV_Stroke_Work	LV_Peak_Power	LV_Peak_Power.ovr.EDV	LV_Ees	LV_Ea	LV_Ees.ovr.Ea	AO_Maximum_Pressure	AO_Min_Pressure	AO_mean_Pressure	AO_Pulse_Pressure	AO_Compliance	AO_RC_time	Duration	Weight	RV	LV.pls.S	Tibia	Fulton _RV.ovr.LV.pls.S_	RV.ovr.Tibia	LV.pls.S.ovr.Tibia	RV.ovr.weight	LV.pls.S.ovr.weight
0115.PG258.LB.MST	258	225	CE_J	NZ_CAST	HighFat	run_4	LargeBowel	1.274867756	27.5	Medium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	47.46	35	111.3	17.5	0.31	2.00	6.36	0.74	2.35
0115.PG259.LB.MST	259	226	CE_J	NZ_CAST	Regular	run_4	LargeBowel	1.274867756	27.5	Medium	388.7725	3.2409	1.6489	24.3781	13.5466	16.1221	1650	-1199	44.2169	10.2008	34.0161	13200	15900	1270000	67.8614	76.9301	501.6306	0.8077	0.0183	0.5949	0.6359	0.9354	1	0	16.3958	1	34.0161	0.0772	378.1546	1.6489	1.6489	104.9609	66.027	68.5507	6641	-5332	11.2751	0.0502	11.2249	4240	57000	4560000	99.5548	63.2712	0.5239	0.0465	1.514	15.5516	2.6332	5.906	NA	NA	68.7746	NA	NA	NA	20	45.27	29.95	105.61	17	0.28	1.76	6.21	0.66	2.33
0115.PG260.LB.MST	260	227	CE_J	NZ_CAST	Regular	run_4	LargeBowel	1.274867756	27.5	Medium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	44.36	29.2	115.3	17.5	0.25	1.67	6.59	0.66	2.60
0115.PG261.LB.MST	261	228	CE_J	NZ_CAST	Regular	run_4	LargeBowel	1.274867756	27.5	Medium	434.7826	2.9424	0.6823	23.0846	11.4712	15.4057	1280	-1152	25.9337	10.5823	15.3514	6670	35600	2850000	55.4627	59.1947	228.3164	0.1508	0.0058	0.5402	1.472	0.367	1	0	15.555	1	15.3514	0.069	207.1472	0.6823	0.6823	52.6368	31.9119	34.0923	2050	-1617	40.0201	5.0502	34.9699	7290	18500	1480000	87.3808	38.8828	1.4817	0.037	0.6871	NA	NA	0.157	NA	NA	34.7639	NA	NA	NA	20	46.11	29.8	120.1	17	0.25	1.75	7.06	0.65	2.60
0115.PG262.LB.MST	262	229	CE_J	NZ_CAST	Regular	run_4	LargeBowel	1.274867756	27.5	Medium	397.3626	2.1038	1.2935	25.6432	14.5842	17.442	1502	-1250	28.3233	10.8534	17.4699	6940	33700	2700000	58.573	61.6803	278.2001	0.3254	0.0115	0.1702	1.3902	0.1224	1	0	17.2181	1	17.4699	0.0755	376.8751	1.2935	1.2935	73.575	44.3355	48.3489	3660	-3410	16.2048	6.8072	9.3976	3550	68100	5450000	57.9926	49.7814	0.2847	0.0176	0.615	NA	NA	0.2211	NA	NA	48.3737	NA	NA	NA	20	45.61	37.1	114.8	18.5	0.32	2.01	6.21	0.81	2.52
0115.PG263.LB.MST	263	230	CE_J	NZ_CAST	Regular	run_4	LargeBowel	1.274867756	27.5	Medium	414.751	5.43	1.2082	25.4869	14.9822	17.4896	1690	-1400	41.7671	15.4819	26.2851	10900	17400	1400000	66.4133	62.9327	418.1495	0.4573	0.0109	0.4891	1.3651	0.3583	1	0	17.1165	1	26.2851	0.0723	382.1656	1.2082	1.2082	83.1414	62.4591	53.8457	5100	-3270	55.5723	38.2229	17.3494	6630	37000	2960000	31.2195	61.3132	1.3566	0.0244	0.3834	42.474	1.403	30.2746	NA	NA	54.5919	NA	NA	NA	20	44.32	26.2	107.2	16.5	0.24	1.59	6.50	0.59	2.42
0115.PG264.LB.MST	264	231	CE_J	NZ_CAST	Regular	run_4	LargeBowel	1.274867756	27.5	Medium	469.9803	3.71	2.3028	36.5601	19.3888	24.6374	2290	-2030	32.761	7.0281	25.7329	12100	21900	1750000	62.5364	78.5473	566.4144	0.8533	0.026	3.1779	1.1437	2.7787	1	0	24.314	1	25.7329	0.0638	427.5583	2.3028	2.3028	83.4542	48.7846	55.6161	5095	-4260	NA	NA	NA	NA	NA	NA	100	61.0515	NA	NA	1.1624	NA	2.4998	NA	NA	NA	54.7952	NA	NA	NA	20	41.83	30.2	109.1	17	0.28	1.78	6.42	0.72	2.61
0115.PG265.LB.MST	265	232	CE_J	NZ_CAST	Regular	run_4	LargeBowel	1.274867756	27.5	Medium	441.1924	3.113	1.1656	20.4407	12.1535	13.926	1100	-1030	41.8474	7.6908	34.1566	15100	15400	1230000	53.9937	81.6219	432.7926	0.5733	0.0137	0.5568	1.0703	0.5203	1	0	13.8364	1	34.1566	0.068	437.9718	1.1656	1.1656	79.8721	42.4591	52.84	4950	-3590	NA	NA	NA	NA	NA	NA	100	61.9658	NA	NA	1.135	3.1279	2.5515	1.2259	NA	NA	52.4668	NA	NA	NA	20	44.82	35.8	126.2	16.5	0.28	2.17	7.65	0.80	2.82
0115.PG266.LB.MST	266	233	CE_J	NZ_CAST	Regular	run_4	LargeBowel	1.274867756	27.5	Medium	485.1823	3.0704	0.924	25.6148	13.1912	17.8215	1700	-1479	29.4277	5.7329	23.6948	11500	23300	1860000	66.459	80.5186	385.6481	0.3153	0.0107	0.8195	1.8672	0.4389	1	0	17.1996	1	23.6948	0.0619	451.1448	NA	NA	94.6553	52.381	62.5685	6200	-5576	7.9819	0.6928	7.2892	3290	88600	7090000	91.3208	65.5255	0.3223	0.0404	1.2267	6.7225	9.4641	0.7103	NA	NA	62.0759	NA	NA	NA	20	42.73	26.9	113.5	17	0.24	1.58	6.68	0.63	2.66
0115.PG267.LB.MST	267	234	FVB_NJ	FVB_RIIIS	HighFat	run_1	LargeBowel	0.999719176	0	Low	397.351	NA	0.7835	13.49	5.698	9.7523	689	-489.3333	8.4955	6.4193	2.0762	824.9914	NA	NA	51.0748	24.4392	17.7207	0.0234	0.0028	3.1707	3.8907	0.815	1	0	9.3185	1	2.0762	0.0755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	40.85	28.2	92.8	17	0.30	1.66	5.46	0.69	2.27
0115.PG268.LB.MST	268	235	FVB_NJ	FVB_RIIIS	HighFat	run_1	LargeBowel	0.999719176	0	Low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	44.3	38.9	129.7	17	0.30	2.29	7.63	0.88	2.93
0115.PG269.LB.MST	269	236	FVB_NJ	FVB_RIIIS	HighFat	run_1	LargeBowel	0.999719176	0	Low	450.0226	2.4074	1.7521	23.9459	11.396	16.2793	1280	-1060	38.5456	14.5838	23.9619	10800	23900	1910000	53.3008	62.165	344.1569	0.6046	0.0157	0.3384	2.0645	0.1639	1	0	16.1148	1	23.9619	0.0667	451.8665	1.7521	1.7521	83.3048	43.9886	55.2964	6010	-4090	25.1755	8.8967	16.2788	7440	39000	3120000	64.6614	72.1887	0.5643	0.0224	0.7615	3.9207	2.999	1.3073	NA	NA	54.6981	NA	NA	NA	20	44.41	40.6	141.2	17.5	0.29	2.32	8.07	0.91	3.18
0115.PG270.LB.MST	270	237	FVB_NJ	FVB_RIIIS	HighFat	run_1	LargeBowel	0.999719176	0	Low	393.8619	2.7066	1.1752	25	14.9573	17.0991	907.5	-1080	15.3761	6.349	9.0271	3540	62500	5000000	36.3	58.7084	141.0462	0.1528	0.0099	6.1395	3.3284	1.8446	1	0	16.8	1	9.0271	0.0765	413.7931	1.1752	1.1752	67.5356	37.9202	44.847	5130	-2600	7.673	0.4714	7.2016	2980	89000	7120000	93.8562	75.9402	0.2807	0.0366	0.8978	3.8042	3.7296	1.02	NA	NA	44.4481	NA	NA	NA	20	36.8	35	100.8	17	0.35	2.06	5.93	0.95	2.74
0115.PG271.LB.MST	271	238	FVB_NJ	FVB_RIIIS	HighFat	run_1	LargeBowel	0.999719176	0	Low	356.4889	3.5185	2.7066	29.2023	15.7123	19.8805	1350	-1328	33.7813	12.7282	21.0532	7520	26000	2080000	46.1722	62.3219	354.2179	0.8205	0.0243	0.2139	2.5583	0.0836	1	0	19.5315	1	21.0532	0.084	339.1534	2.7066	2.7066	80.641	50.0285	53.2409	5520	-3700	11.3842	0.8927	10.4915	3570	59400	4750000	92.1586	68.4474	0.5316	0.0467	1.0603	16.2996	4.2022	3.8788	NA	NA	52.9667	NA	NA	NA	20	45.75	29.1	104.5	17	0.28	1.71	6.15	0.64	2.28
0115.PG272.LB.MST	272	239	FVB_NJ	FVB_RIIIS	HighFat	run_1	LargeBowel	0.999719176	0	Low	404.8743	3.604	3.2051	26.8803	11.1111	18.3463	1550	-1042	33.34	7.9539	25.3862	10300	21100	1690000	57.5389	76.1432	376.1491	1.1717	0.0351	0.4402	0.9411	0.4678	1	0	18.0222	1	25.3862	0.0741	410.027	3.2051	3.2051	95.9687	57.037	63.1789	7570	-4430	12.4072	0.6419	11.7653	4830	52900	4230000	94.8262	78.8452	0.6106	0.0492	1.3011	1.3352	2.6028	0.513	NA	NA	62.9296	NA	NA	NA	20	52.37	32.7	109.3	17.5	0.30	1.87	6.25	0.62	2.09
0115.PG273.LB.MST	273	240	FVB_NJ	FVB_RIIIS	HighFat	run_1	LargeBowel	0.999719176	0	Low	444.4444	NA	2.3077	23.2265	13.2906	15.7669	1380	-1037	35.8977	4.2879	31.6098	14000	NA	NA	59.6086	88.0553	421.6603	1.0504	0.0293	1.3143	0.69	1.9046	1	0	15.6472	1	31.6098	0.0675	NA	2.3077	2.3077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	49.42	30.7	112.3	17	0.27	1.81	6.61	0.62	2.27
0115.PG274.LB.MST	274	241	FVB_NJ	FVB_RIIIS	HighFat	run_1	LargeBowel	0.999719176	0	Low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	41.13	26.2	92.7	0	0.28			0.64	2.25
0115.PG275.LB.MST	275	242	FVB_NJ	FVB_RIIIS	Regular	run_1	LargeBowel	0.999719176	0	Low	421.5503	2.8917	1.6524	25.641	11.8803	17.6405	1500	-1170	28.8365	9.0873	19.7492	8320	28300	2260000	58.448	68.487	307.3821	0.4699	0.0163	0.4768	1.234	0.3864	1	0	17.2167	1	19.7492	0.0712	378.9507	1.6524	1.6524	78.2479	46.0114	52.0842	5570	-3410	21.4744	4.5135	16.9609	6430	37500	3000000	78.9818	71.2394	0.7063	0.0329	0.8689	NA	2.4983	NA	NA	NA	51.4111	NA	NA	NA	20	33	30.3	96.9	17	0.31	1.78	5.70	0.92	2.94
0115.PG276.LB.MST	276	243	FVB_NJ	FVB_RIIIS	Regular	run_1	LargeBowel	0.999719176	0	Low	450.0056	2.7066	1.7949	23.2194	12.5499	15.9417	1320	-1150	32.0261	15.4463	16.5797	7460	33600	2690000	56.9639	51.7695	229.5916	0.4285	0.0134	0.7857	2.9637	0.2651	1	0	15.6426	1	16.5797	0.0667	428.586	1.7949	1.7949	78.3048	44.5869	52.3954	5030	-4330	27.4423	8.2849	19.1575	8210	33100	2650000	69.8099	64.2446	0.7467	0.0272	0.7601	4.6	2.8242	1.6288	NA	NA	51.4481	NA	NA	NA	20	42.66	28.9	122.6	17	0.24	1.70	7.21	0.68	2.87
0115.PG277.LB.MST	277	244	FVB_NJ	FVB_RIIIS	Regular	run_1	LargeBowel	0.999719176	0	Low	409.0951	3.4473	1.0969	21.4815	10.2991	14.7523	1140	-904	38.4152	11.7051	26.7101	10900	19300	1540000	53.1776	69.53	358.3457	0.4219	0.011	1.3354	0.8009	1.6674	1	0	14.513	1	26.7101	0.0733	382.9822	1.0969	1.0969	84.7721	51.5812	55.8513	5760	-4150	21.1535	3.5507	17.6028	6740	36600	2920000	83.2148	67.9744	0.8738	0.0413	1.0092	4.0716	4.7495	0.8573	NA	NA	55.6519	NA	NA	NA	20	35.02	27.2	107.2	17	0.25	1.60	6.31	0.78	3.06
0115.PG278.LB.MST	278	245	FVB_NJ	FVB_RIIIS	Regular	run_1	LargeBowel	0.999719176	0	Low	310.9483	2.1368	1.2963	19.2735	10	13.0179	870	-644.3333	92.4674	33.4002	59.0672	18400	9610	769000	45.1397	63.8789	695.8992	1.1026	0.0119	0.152	0.5879	0.2585	1	0	13.0778	1	59.0672	0.0964	344.1858	1.2963	1.2963	51.396	29.7578	34.107	2495	-1710	30.9629	6.9408	24.0221	8270	26500	2120000	77.5834	48.5446	0.7391	0.0239	0.5701	2.554	1.3608	1.8768	NA	NA	33.9574	NA	NA	NA	20	28.75	25	94	17	0.27	1.47	5.53	0.87	3.27
0115.PG279.LB.MST	279	246	FVB_NJ	FVB_RIIIS	Regular	run_1	LargeBowel	0.999719176	0	Low	367.35	2.9772	1.8946	26.0684	14.943	16.9261	1380	-1140	43.7412	18.656	25.0853	9210	22200	1780000	52.8738	57.3492	391.3264	0.6844	0.0156	0.2058	1.2765	0.1612	1	0	17.4944	1	25.0853	0.0817	345.538	1.8946	1.8946	93.1481	57.6923	60.6725	5620	-4618	37.8536	10.2407	27.6128	9550	23000	1840000	72.9465	60.359	1.1838	0.0313	0.9913	2.2125	3.1542	0.7014	NA	NA	61.0963	NA	NA	NA	20	40.9	26.6	96.5	17.5	0.28	1.52	5.51	0.65	2.36
0115.PG280.LB.MST	280	247	FVB_NJ	FVB_RIIIS	Regular	run_1	LargeBowel	0.999719176	0	Low	507.0503	NA	1.3105	25.0427	12.2365	16.9524	1630	-1410	36.1384	13.3501	22.7884	11600	NA	NA	65.102	63.0586	353.6124	0.4301	0.0119	1.0165	1.6625	0.6114	1	0	16.8278	1	22.7884	0.0592	NA	1.3105	1.3105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.4557	2.5748	6.391	NA	NA	NA	NA	NA	NA	20	38.7	25.8	91.8	17	0.28	1.52	5.40	0.67	2.37
0115.PG281.LB.MST	281	248	FVB_NJ	FVB_RIIIS	Regular	run_1	LargeBowel	0.999719176	0	Low	382.1759	2.8632	1.5812	27.3219	12.3077	18.6832	1470	-1240	37.7031	6.0281	31.675	12100	17800	1430000	53.6687	84.0117	529.8618	0.7212	0.0191	0.8601	0.9008	0.9548	1	0	18.3093	1	31.675	0.0785	379.757	1.5812	1.5812	72.208	45.0427	47.9339	5050	-3070	11.344	4.2528	7.0913	2690	89600	7170000	62.5111	69.983	0.2924	0.0258	0.6385	7.2165	5.9455	1.2138	NA	NA	47.4852	NA	NA	NA	20	27.72	20.6	80.1	17.5	0.26	1.18	4.58	0.74	2.89
0115.PG282.LB.MST	282	249	BTBRT_p_tf_J	NZ_CAST	HighFat	run_3	LargeBowel	1.374034976	37.4	High	505.626	7.8348	2.3789	31.2821	13.6895	20.8833	2220	-1912	23.7111	8.3049	15.4062	7790	27100	2170000	71.0525	64.9746	285.0831	0.5278	0.0223	0.6043	8.3771	0.0721	1	0	20.8833	1	15.4062	0.0594	474.9406	2.3789	2.3789	121.3675	62.0655	80.6355	8510	-5850	26.5296	0.5115	26.0181	12400	24400	1950000	98.0718	70.1313	2.9354	0.1106	1.6647	8.4199	5.8086	1.4495	NA	NA	79.4389	NA	NA	NA	20	55.84	32.9	145.8	18	0.23	1.83	8.10	0.59	2.61
0115.PG283.LB.MST	283	250	BTBRT_p_tf_J	NZ_CAST	HighFat	run_3	LargeBowel	1.374034976	37.4	High	474.9406	6.3248	1.8661	29.4302	14.1026	19.9788	1960	-1740	101.6851	3.0993	98.5858	46900	4600	368000	66.5416	96.9521	1760	2.6492	0.0261	0.4518	0.9473	0.4769	1	0	19.6796	1	98.5858	0.0631	453.4062	1.8661	1.8661	103.9744	41.3675	69.5543	6160	-3540	19.8997	0.4814	19.4183	8800	32800	2630000	97.5806	59.2037	1.7686	0.0889	1.4041	NA	9.665	NA	NA	NA	68.1333	NA	NA	NA	20	61.84	43.1	148	18	0.29	2.39	8.22	0.70	2.39
0115.PG284.LB.MST	284	251	BTBRT_p_tf_J	NZ_CAST	HighFat	run_3	LargeBowel	1.374034976	37.4	High	444.4444	2.1795	2.1652	28.7322	12.8775	19.9489	1740	-1490	48.8766	14.8847	33.992	15100	17500	1400000	60.5012	69.5465	579.9264	1.0599	0.0217	1.9085	2.8278	0.6749	1	0	19.2259	1	33.992	0.0675	421.5503	2.1652	2.1652	74.5157	33.9459	49.2245	5800	-3110	24.4734	7.011	17.4624	7360	36000	2880000	71.3525	77.827	0.5481	0.0224	0.7585	3.32	7.1293	0.4657	NA	NA	48.9852	NA	NA	NA	20	56.75	44.8	144.5	19	0.31	2.36	7.61	0.79	2.55
0115.PG285.LB.MST	285	252	BTBRT_p_tf_J	NZ_CAST	HighFat	run_3	LargeBowel	1.374034976	37.4	High	485.1823	5.2137	1.4245	30.6695	14.7578	21.0835	1924	-1690	35.7472	9.0371	26.7101	13000	18600	1490000	62.7333	74.7194	509.1133	0.5479	0.0153	1.5425	1.547	0.9971	1	0	20.4852	1	26.7101	0.0618	448.8834	NA	NA	122.5783	63.0199	81.7715	7430	-5410	27.2417	2.989	24.2528	10900	26500	2120000	89.028	60.6116	1.8208	0.0668	1.5131	NA	7.7057	NA	NA	NA	80.2259	NA	NA	NA	20	48.87	39	148.7	18.5	0.26	2.11	8.04	0.80	3.04
0115.PG286.LB.MST	286	253	BTBRT_p_tf_J	NZ_CAST	HighFat	run_3	LargeBowel	1.374034976	37.4	High	514.2941	3.3761	1.453	31.5527	16.0826	21.6326	1850	-1820	27.2317	12.4373	14.7944	7610	37900	3030000	58.7483	54.3278	290.0626	0.3095	0.0114	0.8956	1.5728	0.5694	1	0	21.0593	1	14.7944	0.0583	485.1823	NA	NA	92.7635	42.5071	61.7188	7700	-5000	18.2648	2.4173	15.8475	7690	40400	3230000	86.7655	82.9888	0.7704	0.0422	1.1293	6.2572	3.5034	1.786	NA	NA	60.8463	NA	NA	NA	20	60.25	39.8	158.7	18.5	0.25	2.15	8.58	0.66	2.63
0115.PG287.LB.MST	287	254	BTBRT_p_tf_J	NZ_CAST	HighFat	run_3	LargeBowel	1.374034976	37.4	High	523.2647	NA	2.3789	27.3219	11.7664	19.2815	1849	-1510	25.7773	4.7242	21.0532	11000	29600	2370000	67.6746	81.6732	335.384	0.7212	0.028	0.8436	1.2243	0.6891	1	0	18.3093	1	21.0532	0.0573	482.5806	NA	NA	64.1311	23.8177	42.9083	4950	-2777	17.994	2.2367	15.7573	7600	39400	3160000	87.5697	77.1129	0.2941	0.0163	0.7838	NA	9.055	NA	NA	NA	42.2352	NA	NA	NA	20	56.6	39.9	149.1	18	0.27	2.22	8.28	0.70	2.63
0115.PG288.LB.MST	288	255	BTBRT_p_tf_J	NZ_CAST	HighFat	run_3	LargeBowel	1.374034976	37.4	High	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	51.9	35	124.8	17	0.28	2.06	7.34	0.67	2.40
0115.PG289.LB.MST	289	256	BTBRT_p_tf_J	NZ_CAST	HighFat	run_3	LargeBowel	1.374034976	37.4	High	453.4062	2.9915	1.1681	34.5726	17.3932	23.4709	1915	-1770	41.2136	16.5998	24.6138	11200	23500	1880000	55.3906	59.7226	537.9141	0.414	0.01	1.3784	2.1325	0.6464	1	0	23.0222	1	24.6138	0.0662	448.917	NA	NA	108.661	57.3077	71.9275	9110	-5597	37.0712	4.674	32.3972	14500	19900	1590000	87.3918	83.8817	1.3956	0.0376	1.3404	4.38	2.829	1.5482	NA	NA	71.1796	NA	NA	NA	20	59.8	39.5	147.2	17	0.27	2.32	8.66	0.66	2.46
0115.PG290.LB.MST	290	257	BTBRT_p_tf_J	NZ_CAST	Regular	run_3	LargeBowel	1.374034976	37.4	High	441.1924	3.1054	1.4245	22.9915	10.1852	16.1426	1556	-1200	26.339	6.8104	19.5286	8620	27600	2210000	67.6773	74.1432	274.7661	0.4006	0.0152	0.4457	1.2962	0.3439	1	0	15.4944	1	19.5286	0.068	388.7725	NA	NA	70.7977	35.8547	47.5158	4760	-3200	32.8786	3.2698	29.6088	11500	21500	1720000	90.0549	67.1961	1.324	0.0403	0.8828	5.6565	2.4395	2.3187	NA	NA	46.5685	NA	NA	NA	20	39.47	26.5	121	16	0.22	1.66	7.56	0.67	3.07
0115.PG291.LB.MST	291	258	BTBRT_p_tf_J	NZ_CAST	Regular	run_3	LargeBowel	1.374034976	37.4	High	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	44.86	33.8	128.2	18	0.26	1.88	7.12	0.75	2.86
0115.PG292.LB.MST	292	259	BTBRT_p_tf_J	NZ_CAST	Regular	run_3	LargeBowel	1.374034976	37.4	High	451.1448	3.6467	1.567	24.2877	10.755	16.2872	1750	-1230	26.5697	6.8706	19.6991	8890	26500	2120000	72.19	74.1412	290.9573	0.4445	0.0167	0.5025	1.1891	0.4225	1	0	16.337	1	19.6991	0.0665	430.7848	1.567	1.567	81.1538	39.3305	53.2003	5827	-3760	25.1555	0.662	24.4935	10600	26000	2080000	97.3684	71.8019	1.2862	0.0511	1.1418	13.6874	5.5576	2.4628	NA	NA	53.3	NA	NA	NA	20	49.86	33	128.3	16	0.26	2.06	8.02	0.66	2.57
0115.PG293.LB.MST	293	260	BTBRT_p_tf_J	NZ_CAST	Regular	run_3	LargeBowel	1.374034976	37.4	High	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	44.45	34.5	131.1	17	0.26	2.03	7.71	0.78	2.95
0115.PG294.LB.MST	294	261	BTBRT_p_tf_J	NZ_CAST	Regular	run_3	LargeBowel	1.374034976	37.4	High	435.8405	3.9744	1.4245	24.1595	10.0427	16.3285	1679	-1310	24.9549	11.1836	13.7713	6000	36900	2950000	69.4963	55.1849	204.2176	0.2825	0.0113	1.0062	1.276	0.7886	1	0	16.2537	1	13.7713	0.0688	424.533	1.4245	1.4245	85.4986	41.8091	56.2238	6772	-3750	28.7864	0.6921	28.0943	11900	22800	1820000	97.5958	79.206	1.6079	0.0559	1.1976	1.70E+16	3.574	4.75E+15	NA	NA	56.1241	NA	NA	NA	20	45.97	30.8	133.3	17	0.23	1.81	7.84	0.67	2.90
0115.PG295.LB.MST	295	262	BTBRT_p_tf_J	NZ_CAST	Regular	run_3	LargeBowel	1.374034976	37.4	High	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	44.35	34.7	134.8	16	0.26	2.17	8.43	0.78	3.04
0115.PG296.LB.MST	296	263	BTBRT_p_tf_J	NZ_CAST	Regular	run_3	LargeBowel	1.374034976	37.4	High	452.267	2.0513	1.453	24.7863	10.8832	16.711	1585	-1340	35.2558	10.4313	24.8245	11200	23700	1900000	63.9466	70.4125	377.5336	0.5194	0.0147	0.4371	1.9891	0.2197	1	0	16.6611	1	24.8245	0.0663	422.5492	1.453	1.453	72.8205	32.2792	47.7338	5400	-3226	82.6078	4.343	78.2648	33100	8150	652000	94.7426	74.1092	2.3118	0.028	0.9993	NA	4.4571	NA	NA	NA	47.8833	NA	NA	NA	20	44.36	36.4	134.1	17	0.27	2.14	7.89	0.82	3.02
0115.PG297.LB.MST	297	264	DBA_1J	DBA	HighFat	run_3	LargeBowel	0.695016334	-30.5	Low	456.8587	NA	2.5356	49.8006	23.433	33.3691	2430	-1910	17.1715	0.4514	16.7202	7640	NA	NA	48.7009	97.3715	508.038	0.6105	0.0356	1.7399	2.4227	0.7182	1	0	32.9204	1	16.7202	0.0657	NA	2.5356	2.5356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	49.27	40.9	120.6	17	0.34	2.41	7.09	0.83	2.45
0115.PG298.LB.MST	298	265	DBA_1J	DBA	HighFat	run_3	LargeBowel	0.695016334	-30.5	Low	414.751	NA	0.1994	20.9544	11.8234	13.7366	920.3333	-757	48.4253	24.5838	23.8415	9890	NA	NA	43.9207	49.2336	333.0885	0.0685	0.0014	NA	1.0344	NA	1	0	14.1704	1	23.8415	0.0723	NA	0.1994	0.1994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	46.94	30.8	105.3	16	0.29	1.93	6.58	0.66	2.24
