cpd00001	h2o
cpd01093	Amastatin
cpd01094	mAMSA
cpd01095	Androstane
cpd01096	Apramycin
cpd01097	Bergapten
cpd01098	bilea
cpd01099	Calcidiol
cpd01100	Calycosin
cpd01101	Carbamate
cpd01102	Cetraxate
cpd01103	Cyanamide
cpd01104	Cytomycin
cpd01105	D_Apiitol
cpd01106	D_Leucine
cpd01107	dca
cpd01108	Digallate
cpd01109	Ephedrine
cpd01110	VP_16
cpd01111	GDPhexose
cpd01112	cbs_337
cpd01113	hxa
cpd01114	bgly
cpd01115	Ibuprofen
cpd01116	Imidazole
cpd01117	Kievitone
cpd01118	Leupeptin
cpd01119	Licodione
cpd01120	Limonoate
cpd01121	Linamarin
cpd01122	Linoleate
cpd01123	malm
cpd01124	Melatonin
cpd01125	NDP_hexose
cpd01126	nona
cpd01128	Phlorizin
cpd01129	Phthalate
cpd01130	Phytanate
cpd01131	Piroxicam
cpd01132	pur
cpd01133	stchs
cpd01134	Tauropine
cpd01135	Taxifolin
cpd01136	Testolate
cpd01137	Thiorphan
cpd01138	Threonate
cpd01139	Tolrestat
cpd01140	UDP_apiose
cpd01141	Vermelone
cpd01142	Vicianose
cpd01143	Vindoline
cpd01144	cll_399
cpd01145	Z_Arg_Arg
cpd01146	Z_Gly_Pro
cpd01147	n_Decanol
cpd01148	2_AminoAMP
cpd01149	Ac_Tyr_OEt
cpd01150	aa
cpd01151	Adriamycin
cpd01152	Aldohexose
cpd01153	Arenediol
cpd01154	Bz_Arg_OEt
cpd01155	15dap
cpd01156	Calcitriol
cpd01157	chitob
cpd01158	Cilastatin
cpd01159	Coformycin
cpd01160	cysam
cpd01161	D_Fuconate
cpd01162	nop
cpd01163	D_Ornaline
cpd01164	rham_D
cpd01165	Destomysin
cpd01166	Diclofenac
cpd01167	Diflunisal
cpd01168	Disulfiram
cpd01169	L_Dopachrome
cpd01170	ergst
cpd01171	galt
cpd01172	Gibberellin
cpd01173	Globomycin
cpd01174	Glyceollin
cpd01175	Glyphosate
cpd01176	Hesperetin
cpd01177	Indan_1_ol
cpd01178	Inulobiose
cpd01179	Elaidinsaure
cpd01180	Isovitexin
cpd01181	Ketoprofen
cpd01182	Kynurenate
cpd01183	Kynurenine
cpd01184	L_Fructose
cpd01185	L_Fuconate
cpd01186	fcl_L
cpd01187	sbt_L
cpd01188	lanost
cpd01189	Levanbiose
cpd01190	D_Lombricine
cpd01191	Lumichrome
cpd01192	Mannobiose
cpd01193	(+)_Medicarpin
cpd01194	Mesaconate
cpd01196	Morphinone
cpd01197	nebari
cpd01198	NeomycinB
cpd01199	Octylamine
cpd01200	pala
cpd01201	Paromamine
cpd01202	Phloretate
cpd01203	Pinosylvin
cpd01204	Piperidine
cpd01205	Psychosine
cpd01206	pyo
cpd01207	Quercitrin
cpd01208	Resorcin
cpd01209	Scopoletin
cpd01210	Sitosterol
cpd01211	tcynt
cpd01212	Thiopurine
cpd01213	Triacetate
cpd01214	Vistamycin
cpd01215	Vomifoliol
cpd01216	Vomilenine
cpd01217	xtsn
cpd01218	d_Borneol
cpd01220	Carvol
cpd01221	(S)_Acetoin
cpd01222	1_4_Lactone
cpd01223	2_Butenoate
cpd01224	trans_2_Hydroxycinnamate
cpd01225	AculeacinA
cpd01226	Acylcholine
cpd01227	Albendazole
cpd01228	Aldosterone
cpd01229	Areneoxide
cpd01230	Arylmercury
cpd01231	Benzamidine
cpd01232	Benzenediol
cpd01233	CDP_abequose
cpd01234	Campesterol
cpd01235	Kepone
cpd01236	Chlorophyll
cpd01237	Choloyl_CoA
cpd01238	Columbamine
cpd01239	D_Erythrose
cpd01240	D_Glucoside
cpd01241	D_Norvaline
cpd01242	drib
cpd01243	Desmosterol
cpd01244	Discadenine
cpd01245	GTP_gamma_S
cpd01246	Mucicacid
cpd01247	gluam
cpd01248	Haloacetate
cpd01249	Haloperidol
cpd01250	Heptadecane
cpd01251	Homocystine
cpd01252	Hyponitrite
cpd01253	Indoleamine
cpd01254	Isoorientin
cpd01255	KanamycinA
cpd01256	KanamycinC
cpd01257	L_Galactose
cpd01258	L_Norvaline
cpd01259	T4
cpd01260	ddcoa
cpd01261	Leu_Gly_Pro
cpd01262	malttr
cpd01263	Nitroethane
cpd01264	ocdcal
cpd01265	Orsellinate
cpd01266	Pentalenene
cpd01267	Valeramide
cpd01268	Pravastatin
cpd01269	2ppoh
cpd01270	fmnh2
cpd01271	RifamycinB
cpd01272	RifamycinO
cpd01273	Rosmarinate
cpd01274	Scopolamine
cpd01275	Secologanin
cpd01276	Stipitatate
cpd01277	Streptamine
cpd01278	Taxiphyllin
cpd01279	Thioacetate
cpd01280	Trichodiene
cpd01281	Trithionate
cpd01282	Xanthoaphin
cpd01283	Methoxsalen
cpd01284	Zopolrestat
cpd01285	(+)_Sabinone
cpd01286	(_)_Sympatol
cpd01287	(R)_Vicianin
cpd01288	1_4_Dithiane
cpd01289	2_Iodophenol
cpd01290	2_Undecanone
cpd01291	3_Oxosteroid
cpd01292	4_Oxoproline
cpd01293	5oxpro
cpd01294	2_Oxepanone
cpd01295	7_Oxosteroid
cpd01296	ADP_D_ribose
cpd01297	Glyceride
cpd01298	aact
cpd01299	Aralkylamine
cpd01300	Asparagusate
cpd01301	Biotinamide
cpd01302	Biotinyl_CoA
cpd01303	BleomycinB2
cpd01304	Camptothecin
cpd01305	Cucurbitacin
cpd01306	Cycloartenol
cpd01307	D_Lyxitol
cpd01308	D_Asparagine
cpd01309	D_Hamamelose
cpd01310	Daunomycin
cpd01311	dtbt
cpd01312	Disaccharide
cpd01313	Abomacetin
cpd01314	Ferrocyanide
cpd01315	Galactolipid
cpd01316	GentamicinA
cpd01317	Geranoyl_CoA
cpd01318	Glycocholate
cpd01319	Homoarginine
cpd01320	HygromycinB
cpd01321	Indometacin
cpd01322	Isoflavanone
cpd01323	Ketoaldehyde
cpd01324	cbs_412
cpd01325	L_Lysinamide
cpd01326	lystrna_CPD01326
cpd01327	L_Norleucine
cpd01328	L_Rhamnonate
cpd01329	malthx
cpd01330	Methotrexate
cpd01331	Naphthazarin
cpd01332	NocardicinA
cpd01333	Nonanoyl_CoA
cpd01334	Obtusifoliol
cpd01335	occoa
cpd01336	Okadaicacid
cpd01337	Romicil
cpd01338	ptdcal
cpd01339	2_Pentanone
cpd01340	Picolinamide
cpd01341	Piperitenone
cpd01342	Pregnenolone
cpd01343	Pyrazinamide
cpd01344	Secologanate
cpd01345	Taurocyamine
cpd01346	Thalassemine
cpd01347	Thiocysteine
cpd01348	Tolylacetate
cpd01349	Tos_Ph_CH2Cl
cpd01350	Trimethoprim
cpd01351	ubq9
cpd01352	udcp
cpd01353	Xanthommatin
cpd01354	cll_395
cpd01355	cll_396
cpd01356	(R)_Amygdalin
cpd01357	(R)_Mandelate
cpd01358	(S)_Mandelate
cpd01359	16_Oxosteroid
cpd01360	o_Aminophenol
cpd01361	2_Nitrophenol
cpd01362	3_Ethylmalate
cpd01363	3_Oxalomalate
cpd01364	5_Nucleotide
cpd01365	5_Oxoinosine
cpd01366	Acetoxime
cpd01367	Acetylcholine
cpd01368	Vinylcyanide
cpd01369	2_Propen_1_ol
cpd01370	Aristolochene
cpd01371	AspulvinoneE
cpd01372	AspulvinoneG
cpd01373	AspulvinoneH
cpd01374	Benzimidazole
cpd01375	BlasticidinS
cpd01376	Cellotetraose
cpd01377	Cholineester
cpd01378	CoA_disulfide
cpd01379	Cyanopyrazine
cpd01380	Cyclicketone
cpd01381	Cyclopentanol
cpd01382	Cytochromec1
cpd01383	D_Erythrulose
cpd01384	D_Mannuronate
cpd01385	Deoxycytosine
cpd01386	Dihydrozeatin
cpd01387	Farnesoyl_CoA
cpd01388	GentamicinC2
cpd01389	Gibberellin19
cpd01390	Gibberellin20
cpd01391	glygly
cpd01392	Hydroxyindole
cpd01393	Icosanoyl_CoA
cpd01394	Indolelactate
cpd01395	L_Erythrulose
cpd01396	Daturine
cpd01397	Laminariaceae
cpd01398	Linoleoyl_CoA
cpd01399	maltttr
cpd01400	cll_481
cpd01401	VitaminK1
cpd01402	Phytanoyl_CoA
cpd01403	Prostanoicacid
cpd01404	Pseudotropine
cpd01405	Pseudouridine
cpd01406	Raucaffricine
cpd01407	Volemulose
cpd01408	Aminourea
cpd01409	Sptmyn
cpd01410	Staurosporine
cpd01411	Stipitatonate
cpd01412	Streptonigrin
cpd01413	Styreneoxide
cpd01414	tttnt
cpd01415	thiog
cpd01416	Tos_Arg_CH2Cl
cpd01417	TPCK
cpd01418	TSH
cpd01419	cbs_184
cpd01420	beta_Carotene
cpd01421	bfru_D
cpd01422	cll_392
cpd01423	dTDP_galactose
cpd01424	(2S)_Flavanone
cpd01425	(S)_Mevalonate
cpd01426	(+)_Reticuline
cpd01427	(S)_Scoulerine
cpd01429	1_2_Campholide
cpd01430	11_cis_Retinal
cpd01431	2_Glyceride
cpd01432	2_Methylserine
cpd01433	n2ppn
cpd01434	2_Oxophytanate
cpd01435	3_Oxohexanoate
cpd01436	3_Propylmalate
cpd01437	p_Chlorophenol
cpd01438	p_Nitroaniline
cpd01440	5_Oxohexanoate
cpd01441	acmalt
cpd01442	Acetylagmatine
cpd01443	Acetylpyruvate
cpd01444	Allocryptopine
cpd01445	Angiotonin
cpd01446	Aromaticamine
cpd01447	benz
cpd01448	Boc_Asn_OPhNO2
cpd01449	Chlorophyllide
cpd01450	Corticosterone
cpd01451	Cycloeucalenol
cpd01452	D_Ribosyl_base
cpd01453	D_threo_Aldose
cpd01454	Dihydrolipoate
cpd01455	Formylpyruvate
cpd01456	Geissoschizine
cpd01457	Glucotropeolin
cpd01458	Glycerose
cpd01459	Glycyl_leucine
cpd01460	Hydroxysteroid
cpd01461	Isomaltotriose
cpd01462	Isophenoxazine
cpd01463	Isopimpinellin
cpd01464	LeukotrieneB4
cpd01465	LeukotrieneC4
cpd01466	Maleylpyruvate
cpd01467	Mefenamicacid
cpd01468	mmal
cpd01469	Mononucleotide
cpd01470	N_Acetylisatin
cpd01471	PHENYLSULFATE
cpd01472	Phenoxyacetate
cpd01473	Phloroglucinol
cpd01474	Plastoquinal_9
cpd01475	Plastoquinol_1
cpd01476	ppp9
cpd01477	Pyruvateoxime
cpd01478	Sterylsulfate
cpd01479	Testolactone
cpd01480	ThromboxaneA2
cpd01481	UDP_L_rhamnose
cpd01482	ugam
cpd01483	Veratraldehyde
cpd01484	Z_Phe_Phe_CHN2
cpd01485	Z_Tyr_Leu_NHOH
cpd01486	alpha_D_Lyxose
cpd01487	alpha_D_Xylose
cpd01488	alpha_Santonin
cpd01489	beta_Alanopine
cpd01490	beta_D_Mannose
cpd01491	(+)_cis_Sabinol
cpd01492	Glutaconicacid
cpd01493	1_Methyladenine
cpd01494	10_Oxodecanoate
cpd01495	Dehydroalanine
cpd01496	amuco
cpd01497	2_Cyanopyridine
cpd01498	Maleylacetate
cpd01499	2mbald
cpd01500	2_Methylcholine
cpd01501	2mcit
cpd01502	Citraconate
cpd01503	2_Naphthylamine
cpd01504	aproa
cpd01505	3_Methylguanine
cpd01506	3_Nitroacrylate
cpd01507	oxadpcoa
cpd01508	3_Oxopentanoate
cpd01509	4_Cyanopyridine
cpd01510	4_Nitrocatechol
cpd01511	4_Sulfobenzoate
cpd01512	5_Oxo_D_proline
cpd01514	5_Valerolactone
cpd01515	7_Methyladenine
cpd01516	7_Methylguanine
cpd01517	8_Oxocoformycin
cpd01518	Anthranilyl_CoA
cpd01519	Arachidonyl_CoA
cpd01520	Benzoylagmatine
cpd01521	Castanospermine
cpd01522	Choloyl_taurine
cpd01523	D_2_Aminobutyrate
cpd01524	D_Chondrosamine
cpd01525	D_Glucoseoxime
cpd01526	D_Phenylalanine
cpd01527	D_Xylonolactone
cpd01528	Pentostatin
cpd01529	Deoxynucleoside
cpd01530	Dichloromethane
cpd01531	Ethylsulfide
cpd01532	Digalacturonate
cpd01533	Dihydrocoumarin
cpd01534	1_Dodecanol
cpd01535	ddcal
cpd01536	GDP_L_galactose
cpd01537	Enoxolone
cpd01538	Glycyrrhizin
cpd01539	Tartronicacid
cpd01540	Isopiperitenone
cpd01541	L_Carnitinamide
cpd01543	Latialuciferin
cpd01544	Methylguanidine
cpd01545	Methylitaconate
cpd01546	N_Acetyldiamine
cpd01547	Acetylindoxyl
cpd01548	N_Methylaniline
cpd01549	Phenyldiazane
cpd01550	Phosphocreatine
cpd01551	Phosphoramidate
cpd01552	PGF2b
cpd01553	2hxmp
cpd01554	Sinapylalcohol
cpd01555	Tolmetinsodium
cpd01556	UDP_L_iduronate
cpd01557	3_Butenoyl_CoA
cpd01558	Xanthopterin_B2
cpd01559	Z_Arg_Arg_NHMec
cpd01560	beta_Alanyl_CoA
cpd01562	beta_L_Rhamnose
cpd01563	acon_T
cpd01564	Norephedrine
cpd01565	Fenchylalcohol
cpd01566	(2S)_Flavan_4_ol
cpd01567	R_Allantoin
cpd01569	1_2_Benzoquinone
cpd01570	23camp
cpd01571	23ccmp
cpd01572	23cump
cpd01573	(S)_2_Aminobutanoate
cpd01574	2_Chlorobenzoate
cpd01575	2_Fluorobenzoate
cpd01576	2_Hydroxyadipate
cpd01577	2_Oxosuccinamate
cpd01578	3_Ethoxybenzoate
cpd01579	3_Fluorobenzoate
cpd01580	3_Methyloxindole
cpd01581	3oxdd
cpd01582	4_Chlorobenzoate
cpd01583	4_Fluorobenzoate
cpd01584	p_Aminophenol
cpd01585	Isohexanal
cpd01586	4_Chlorocatechol
cpd01587	5mcsn
cpd01588	6ax
cpd01589	6_Hydroxymellein
cpd01590	Mercaptopurine
cpd01591	6_Methoxymellein
cpd01594	CH3_N(O)=N_CH2OH
cpd01595	Styrylcarbinol
cpd01596	Cyclohex_2_enone
cpd01597	Demethylmacrocin
cpd01598	Formylphosphate
cpd01599	GLUTACONYL_COA
cpd01600	Heptopyranosides
cpd01601	Hydroxycobalamin
cpd01602	Hypotaurocyamine
cpd01603	Isobutyronitrile
cpd01604	Isonicotineamide
cpd01605	Lglyald
cpd01606	L_Homocitrulline
cpd01607	L_Rhamnofuranose
cpd01608	scys_L
cpd01609	N_Ethylmaleimide
cpd01610	N_Methyltyramine
cpd01611	N6_Acyl_L_lysine
cpd01612	Nonane_4_6_dione
cpd01613	Pent_2_enoyl_CoA
cpd01614	Perillylalcohol
cpd01615	Phenolicsteroid
cpd01616	Benzenediamine
cpd01617	1_Phenylethylamine
cpd01618	1_3_Propanediol
cpd01619	Sabinenehydrate
cpd01620	pre2
cpd01621	T3
cpd01622	tmp
cpd01623	UDP_galactosamine
cpd01624	UroporphyrinIII
cpd01625	Xanthurenate
cpd01626	alpha_D_Lyxoside
cpd01627	alpha_L_Rhamnose
cpd01628	VitaminE
cpd01629	cll_394
cpd01630	muc
cpd01631	gamma_Tocopherol
cpd01632	(+)_trans_Pulegol
cpd01634	L_beta_Leucine
cpd01635	(Ac)2_L_Lys_D_Ala
cpd01636	(R)_2_Ethylmalate
cpd01637	1_Methyladenosine
cpd01638	2_Hydroxydaidzein
cpd01639	2_4_Dinitrophenol
cpd01640	2_Butyne_1_4_diol
cpd01641	2_Ethyl_1_hexanol
cpd01642	2_Biphenylol
cpd01644	2hmc
cpd01645	2_Pyridone
cpd01646	3c3hmp
cpd01647	pad
cpd01648	3_5_CyclicdGMP
cpd01649	3_Ribonucleotide
cpd01650	3_(ADP)_glycerate
cpd01651	L_3_Cyanoalanine
cpd01652	3_Dehydroecdysone
cpd01653	3_Fumarylpyruvate
cpd01654	3_Iodo_L_tyrosine
cpd01655	3_Nitropropanoate
cpd01656	3_Oxohexobarbital
cpd01657	4_Aminosalicylate
cpd01658	4_Anisicacid
cpd01659	5_Ribonucleotide
cpd01660	Isorhodeose
cpd01661	3_Phenylcatechol
cpd01662	butpi
cpd01663	Chenodiol
cpd01664	Cholesterolester
cpd01665	pser_D
cpd01666	Dehydrovomifoliol
cpd01667	Dimethylselenide
cpd01668	17alpha_Estradiol
cpd01669	Estrone3_sulfate
cpd01670	Fenprofencalcium
cpd01671	Glyceronesulfate
cpd01672	2_(2_Aminoethyl)indole
cpd01673	Kievitonehydrate
cpd01674	Luciferylsulfate
cpd01675	Methylmalonyl_CoA
cpd01676	N_Acetylarylamine
cpd01677	N_Acetylimidazole
cpd01678	N_Feruloylglycine
cpd01679	N_Methylhydantoin
cpd01680	N1sprm
cpd01681	Neryldiphosphate
cpd01682	acrn
cpd01683	O_Feruloylquinate
cpd01684	O_Phosphoviomycin
cpd01685	PCP
cpd01686	Perillaldehyde
cpd01687	Phenoxyacetyl_CoA
cpd01688	Phenylgalactoside
cpd01689	Propionylagmatine
cpd01690	Pyrimidodiazepine
cpd01691	Retinolpalmitate
cpd01692	SteroidO_sulfate
cpd01693	suc6p
cpd01694	Taurolithocholate
cpd01695	tdcoa
cpd01696	Thien_2_ylacetate
cpd01697	Tolylacetonitrile
cpd01698	alpha_L_Arabinose
cpd01699	(E_E)_Piperoyl_CoA
cpd01700	D_Citramalate
cpd01701	S_Citramalate
cpd01702	(S)_Mandelonitrile
cpd01703	1_4_Naphthoquinone
cpd01704	13_Hydroxylupinine
cpd01705	2_3_Dimethylmalate
cpd01706	2_4_Dichlorophenol
cpd01707	2_Deoxystreptamine
cpd01708	2_Deoxystreptidine
cpd01709	2_Hydroxyglutarate
cpd01710	2ippm
cpd01711	Isobutyrate
cpd01712	20_Hydroxyecdysone
cpd01713	3_Chloro_D_alanine
cpd01714	3_Chloro_L_alanine
cpd01715	3_Dehydrocarnitine
cpd01716	3dhsk
cpd01717	3_Fluoro_D_alanine
cpd01718	3_Methoxytropolone
cpd01719	Isoamylamine
cpd01720	cala
cpd01721	4_5_LeukotrieneA4
cpd01722	p_Coumarylalcohol
cpd01723	gdbtal
cpd01724	4_Hydroxy_2_butynal
cpd01725	cll_73
cpd01726	acglc_D
cpd01727	pime
cpd01728	6_Methylsalicylate
cpd01729	Aldoxime
cpd01730	Acetonecyanhydrin
cpd01731	Benzylthiocyanate
cpd01732	Bromochloromethane
cpd01733	confald
cpd01734	D_Galactono_1_5_lactone
cpd01735	glcurn
cpd01736	Deacetoxyvindoline
cpd01737	Deoxyribonolactone
cpd01738	DihydrobiochaninA
cpd01739	Dimethyltelluride
cpd01740	Dodecanedioicacid
cpd01741	ddca
cpd01742	Ecdysonepalmitate
cpd01743	Cerebroside
cpd01744	Glycerolmonoester
cpd01745	Heteropyrithiamine
cpd01746	Hexose_1_5_lactone
cpd01747	iad
cpd01748	L_Citrullineester
cpd01749	Lfmkynr
cpd01750	L_SerineO_sulfate
cpd01751	Methylsulfate
cpd01752	Mucusglycoprotein
cpd01753	N_Acetoxyarylamine
cpd01754	N_Acetyl_L_leucine
cpd01755	N_Acetylhexosamine
cpd01756	N_Acetylmethionine
cpd01757	acmum
cpd01758	aprut
cpd01759	N_Acyl_L_aspartate
cpd01760	N_Acyl_L_glutamine
cpd01761	N_Feruloyltyramine
cpd01762	Formiminoglycine
cpd01763	N_Hydroxyarylamine
cpd01764	N_Methyl_L_alanine
cpd01765	N_Methylhexanamide
cpd01766	N_Methylputrescine
cpd01767	N_Methylpyridinium
cpd01768	N3_Acetylneomycin
cpd01769	N4_Phosphoagmatine
cpd01770	N6_Acetyl_L_lysine
cpd01771	N6_Methyl_L_lysine
cpd01772	sucbz
cpd01773	Phenylphosphate
cpd01774	Phenylethanolamine
cpd01775	prbatp
cpd01776	Photinusluciferin
cpd01777	prbamp
cpd01778	Psychosinesulfate
cpd01779	Reduced_(S)_usnate
cpd01780	Sinapoyltartronate
cpd01781	Triacetatelactone
cpd01782	D_Xylono_1_4_lactone
cpd01783	alpha_Pinene_oxide
cpd01784	enol_Phenylpyruvate
cpd01785	(+)_Pseudoephedrine
cpd01786	(R)_Ureidoglycolate
cpd01787	1_2_Dihydrosantonin
cpd01788	10_Hydroxydecanoate
cpd01789	Dihydroxyindole
cpd01790	Diketopiperazine
cpd01791	2_Acetamidofluorene
cpd01792	2_Dehydro_D_glucose
cpd01793	25dkglcn
cpd01794	2_Deoxy_D_galactose
cpd01795	2dglcn
cpd01796	2_Deoxy_L_arabinose
cpd01797	2_Fluorobenzoyl_CoA
cpd01798	3_Hydroxy_vitaminK
cpd01799	Isobutylamine
cpd01800	2_trans_Hexadecenal
cpd01801	3_4_Dichloroaniline
cpd01802	3_Fluorobenzoyl_CoA
cpd01803	2_Hydroxy_vitaminK
cpd01804	3hykyn
cpd01805	3_Methyleneoxindole
cpd01806	3_Oxo_5beta_steroid
cpd01807	3pop
cpd01808	3beta_Hydroxysterol
cpd01809	4_5_Dioxopentanoate
cpd01810	4_Aminobutanoyl_CoA
cpd01811	4_Fluorobenzoyl_CoA
cpd01812	p_Nitroacetophenone
cpd01813	5_Hydroxypentanoate
cpd01814	5_Oxoprolyl_peptide
cpd01815	8_Hydroxykaempferol
cpd01816	Acenaphthoquinone
cpd01817	AcetylblasticidinS
cpd01818	AlbendazoleS_oxide
cpd01819	Alditol6_phosphate
cpd01820	Anhydrotetracycline
cpd01821	Ascorbate2_sulfate
cpd01822	Hydroxyquinol
cpd01823	Chlordeconealcohol
cpd01824	Cortell
cpd01825	Cortisol21_sulfate
cpd01826	Dicopac
cpd01827	Cylamicacid
cpd01828	Cypridinaluciferin
cpd01829	D_Glucose6_sulfate
cpd01830	D_Phe_Pro_Arg_CH2Cl
cpd01831	imzac
cpd01832	L_Lysine1_6_lactam
cpd01833	L_Octanoylcarnitine
cpd01834	MEK
cpd01835	N_N_Dimethylaniline
cpd01836	N_Ethylglycocyamine
cpd01837	N_Furfurylformamide
cpd01838	N_Phospho_D_lombricine
cpd01839	N3_Acetylapramycin
cpd01840	O_Butanoylcarnitine
cpd01841	O_Demethylpuromycin
cpd01842	O_Sinapoylglucarate
cpd01843	Lecanoricacid
cpd01844	ppap
cpd01845	Protochlorophyllide
cpd01847	Ribosetriphosphate
cpd01848	S_Hexyl_glutathione
cpd01849	Sinapoylmalate
cpd01850	L_Sorbose1P
cpd01851	Tetrahydropalmatine
cpd01852	Thiaminaceticacid
cpd01853	Unsaturatedalcohol
cpd01854	Watasenialuciferin
cpd01855	Xylitol5_phosphate
cpd01856	beta_Cyclopiazonate
cpd01857	p_Menthane_3_8_diol
cpd01858	Ampelopsin
cpd01859	(2_Naphthyl)methanol
cpd01860	(R)_Hydroxyglutarate
cpd01861	12ppd_R
cpd01862	(S)_2_O_Sulfolactate
cpd01863	(S)_N_Methylcanadine
cpd01864	(S)_Norlaudanosoline
cpd01866	1mncam
cpd01867	1_Sinapoyl_D_glucose
cpd01868	2_Hydroformononetin
cpd01869	2_Hydroxyisoflavone
cpd01870	2_O_Methyllicodione
cpd01871	3mcat
cpd01872	Dimercaprol
cpd01873	2_Aminobutan_4_olide
cpd01874	2_Caffeoylisocitrate
cpd01875	2_Dehydro_D_xylonate
cpd01876	2_Methyleneglutarate
cpd01877	3_4_Dihydroxypyridine
cpd01878	3_5_Dichlorocatechol
cpd01879	3dsphgn
cpd01880	3_Indoleacetaldoxime
cpd01881	ind3acnl
cpd01882	ivcoa
cpd01883	3_Oxo_5alpha_steroid
cpd01884	3_Oxo_delta1_steroid
cpd01885	3_Oxo_hydroxysteroid
cpd01886	3_Oxoglycyrrhetinate
cpd01887	C12:1(C3)_COA
cpd01888	3beta_Hydroxysteroid
cpd01889	4aabutn
cpd01890	4_Coumaroylshikimate
cpd01891	Propioin
cpd01892	4hbcoa
cpd01893	5_Hydroxyxanthotoxin
cpd01894	5_Oxo_1_2_campholide
cpd01895	7_8_Dihydrobiopterin
cpd01896	6ampenc
cpd01897	7beta_Hydroxysteroid
cpd01898	8_Oxodeoxycoformycin
cpd01899	Ceramidephosphate
cpd01900	Cytarabine
cpd01901	all6p
cpd01902	D_Glucosyl_D_mannose
cpd01903	D_Hexose6_phosphate
cpd01904	Decaprenolphosphate
cpd01905	Ethylbutyrylacetate
cpd01907	GDP_6_deoxy_D_talose
cpd01908	glyc2p
cpd01909	Hydroxyanthraquinone
cpd01910	L_2_Hydroxyphytanate
cpd01911	Abrine
cpd01912	fuc1p_L
cpd01913	L_Glutaminyl_peptide
cpd01914	metox
cpd01915	L_Palmitoylcarnitine
cpd01916	L_Rhamno_1_4_lactone
cpd01917	Kyotorphin
cpd01918	L_Xylono_1_4_lactone
cpd01919	malt6p
cpd01920	Meclofenamatesodium
cpd01921	N_Acetyl_L_histidine
cpd01922	N_Acetylaralkylamine
cpd01923	acmama
cpd01924	N_Benzoyl_D_arginine
cpd01925	N_Caffeoylputrescine
cpd01926	N_Glucosylnicotinate
cpd01927	N_Hydroxy_L_tyrosine
cpd01928	N_Methylanthranilate
cpd01929	N_Propionylimidazole
cpd01930	N3_Acetylgentamicin
cpd01931	N3_Acetyltobramycin
cpd01932	1_2_Naphthalenediol
cpd01933	O_Carbamoyl_L_serine
cpd01934	O_Propionylcarnitine
cpd01935	Phorbol13_butanoate
cpd01936	Testosteroneacetate
cpd01937	thmtp
cpd01938	Uracil5_carboxylate
cpd01939	Uridine2_phosphate
cpd01940	alpha_Cyclopiazonate
cpd01941	dTDP_D_galacturonate
cpd01942	gamma_Linolenoyl_CoA
cpd01943	2_5_Diketocamphane
cpd01944	(+)_trans_Piperitenol
cpd01945	(R)_2_Hydroxystearate
cpd01946	(R)_6_Hydroxynicotine
cpd01947	btd_RR
cpd01948	(S)_2_Hydroxystearate
cpd01949	(S_S)_2_3_Butanediol
cpd01950	1_4_Diguanidinobutane
cpd01951	13_Hydroxydocosanoate
cpd01952	16beta_Hydroxysteroid
cpd01953	17beta_Hydroxysteroid
cpd01954	2_3_Dihydrogossypetin
cpd01955	2_6_Dihydroxypyridine
cpd01956	o_Formylbenzoicacid
cpd01957	2_Hydroxyglutaryl_CoA
cpd01958	2_Hydroxymethylserine
cpd01959	2_O_Caffeoylglucarate
cpd01960	2_Oxohept_3_enedioate
cpd01961	3_Dehydro_L_threonate
cpd01962	3_Guanidinopropanoate
cpd01963	3_Hydroxy_L_glutamate
cpd01964	3_Hydroxybenzaldehyde
cpd01965	3_Hydroxyhexobarbital
cpd01966	3mb2coa
cpd01967	3_Oxo_5beta_cholanate
cpd01968	3_aci_Nitropropanoate
cpd01969	3alpha_Hydroxysteroid
cpd01970	4_O_Methylisoflavone
cpd01971	4_Bromophenylacetate
cpd01972	4_Chlorophenylacetate
cpd01973	4gudbd
cpd01974	4hglu
cpd01975	4_Hydroxyhydratropate
cpd01976	Hymecromone
cpd01977	4pasp
cpd01978	4_Substitutedaniline
cpd01979	5_Acetamidopentanoate
cpd01980	5_Hydroxymethyluracil
cpd01981	5mtr
cpd01982	pram
cpd01983	Coprostan_3_one
cpd01984	6_endo_Hydroxycineole
cpd01985	Daphnetin
cpd01986	N_Aminoacyl_L_histidine
cpd01987	Aromatichydroxyacid
cpd01988	Arylbeta_D_glucoside
cpd01989	Benzylisothiocyanate
cpd01990	Cyclobutadipyrimidine
cpd01991	2_Cytidylicacid
cpd01992	D_Glucono_1_4_lactone
cpd01993	D_Glucosylsphingosine
cpd01994	D_Threose4_phosphate
cpd01995	DeacetylcephalosporinC
cpd01996	Diisopropylphosphate
cpd01997	dmbzid
cpd01998	Farnesyltriphosphate
cpd01999	gdpdr
cpd02000	Glycerophosphodiester
cpd02001	Glycoproteininositol
cpd02002	Haloaromaticcompound
cpd02003	L_Aspartylhydroxamate
cpd02004	L_Iduronate2_sulfate
cpd02005	DMF
cpd02006	N_Acetyl_D_hexosamine
cpd02007	N_Acetyl_D_tryptophan
cpd02008	N_Amidino_L_aspartate
cpd02009	N_Amidino_L_glutamate
cpd02010	N_Benzoylanthranilate
cpd02011	N_D_Glucosylarylamine
cpd02012	fmet
cpd02013	N_Glycolyl_D_glucosamine
cpd02014	N_Malonylanthranilate
cpd02015	N_Phosphotaurocyamine
cpd02016	rnam
