sample_id	total	oxidoreductase_activity	sphingosine_hydroxylase_activity	monooxygenase_activity	electron_transfer_activity	oxygen_evolving_activity	steroid_dehydrogenase_activity	oxidoreductase_activity__acting_on_CH_OH_group_of_donors	oxidoreductase_activity__acting_on_the_CH_CH_group_of_donors	oxidoreductase_activity__acting_on_the_CH_NH2_group_of_donors	oxidoreductase_activity__acting_on_the_CH_NH_group_of_donors	oxidoreductase_activity__acting_on_NAD_P_H	oxidoreductase_activity__acting_on_other_nitrogenous_compounds_as_donors	oxidoreductase_activity__acting_on_a_sulfur_group_of_donors	oxidoreductase_activity__acting_on_a_heme_group_of_donors	oxidoreductase_activity__acting_on_diphenols_and_related_substances_as_donors	oxidoreductase_activity__acting_on_peroxide_as_acceptor	oxidoreductase_activity__acting_on_hydrogen_as_donor	oxidoreductase_activity__acting_on_single_donors_with_incorporation_of_molecular_oxygen	oxidoreductase_activity__acting_on_paired_donors__with_incorporation_or_reduction_of_molecular_oxygen	oxidoreductase_activity__acting_on_superoxide_radicals_as_acceptor	oxidoreductase_activity__acting_on_metal_ions	oxidoreductase_activity__acting_on_CH_or_CH2_groups	oxidoreductase_activity__acting_on_iron_sulfur_proteins_as_donors	oxidoreductase_activity__acting_on_reduced_flavodoxin_as_donor	oxidoreductase_activity__acting_on_the_aldehyde_or_oxo_group_of_donors	pyrogallol_hydroxytransferase_activity	X2_octaprenylphenol_hydroxylase_activity	arsenate_reductase_activity	oxidoreductase_activity__acting_on_phosphorus_or_arsenic_in_donors	sulfur_reductase_activity	selenate_reductase_activity	X2_desacetyl_2_hydroxyethyl_bacteriochlorophyllide_a_dehydrogenase_activity	glycyl_radical_enzyme_activating_activity	crotonyl_CoA_reductase_activity	NADPH_sulfur_oxidoreductase_activity	tRNA__2_methylthio_N_6__cis_hydroxy_isopentenyl_adenosine__hydroxylase_activity	geranylgeranyl_reductase_activity	violaxanthin_de_epoxidase_activity	oxidoreductase_activity__acting_on_X_H_and_Y_H_to_form_an_X_Y_bond	dioxygenase_activity	X3_8_divinyl_protochlorophyllide_a_8_vinyl_reductase_activity	uracil_oxygenase_activity	epoxyqueuosine_reductase_activity	fatty_acid_alpha_hydroxylase_activity	transmembrane_monodehydroascorbate_reductase_activity	Remaining
0159_AQ11_10150_20181221_ST	22233710	308117.246428572	0	10084.3035714286	56623.6206349206	0	1221.125	170801.073412698	54769.3477272727	59227.8547619048	35194.5166666667	39537.2595238095	3832.30238095238	33031.7486111111	54.6825396825396	2.38333333333333	10376.1444444444	5737.41666666667	3475.625	1317.27857142857	1089.125	155.183333333333	42564.0666666667	3089.89285714286	0	68909.9238095238	3.75	0	462.25	462.25	0	34.6666666666667	0	3294.81666666667	3	0	0	23.6666666666667	0	2579.75	6296.80952380953	0.5	0.666666666666667	2367.75	0	0	21308968.002868
0159_AZ03_32038_20181018_ST	22169581	273450.066666667	0	11912.8458333333	55391.7452380952	0	2080.375	197609.93452381	66177.6039682539	73622.4333333333	46291	48562.2904761905	6840.84761904762	45500.6388888889	74.3142857142857	0.333333333333334	14222.0416666667	4756.36666666666	5746.77083333333	3650.42083333333	1328	1883.25	38007.1333333333	2389.1	0	65069.0821428571	8.25	0	697.25	697.25	2	0	0	3263.7	0	0	0.5	0	0	556.25	9151.29583333333	0	0	1507.5	0	0	21189130.4095238
0159_AK37_71066_20190709_ST	21461338	315631.534523809	0	10013.6261904762	54506.7789682539	0	3427.83333333333	190287.405555555	67897.1190476191	60827.6333333333	44036.4023809524	28367.2075396825	4927.74880952381	37768.025	110.319047619048	15.85	12547.3408730159	9105.4	4933.9880952381	1680.16428571429	1465.70833333333	1099.2	36887.8	4486.35119047619	0	69315.205952381	30.25	0	570.000000000002	568.333333333335	30.5	21.5	0	3299.33333333333	3	0	12.5	55.3333333333333	0	4489.5	9614.53571428571	0	1.33333333333333	1603.7	0	0	20481699.5384921
0159_AP39_21371_20180409_ST_E21	21434995	281766.927380952	0	9939.225	53330.3285714286	1	3207.95833333333	190581.201609502	64127.4443223443	66680.3023809524	41485.0666666667	38271.8166666666	5849.16904761905	38555.5263888889	115.340476190476	2.68333333333333	13177.9261904762	6420.41666666666	5493.70833333333	1974.16666666667	1340.70833333333	1852.03333333333	35589.6833333333	3043.21666666666	0	63992.0392857143	35.5	0	637.25	639.25	0	0	0	3057.06666666667	1	0	0.545454545454545	6.33333333333333	0	1789.25	8874.56666666667	0	0	1670.66666666667	0	0	20491485.6822247
0159_AQ11_10126_20181116_ST	21368550	277792.235714286	0	11542.125	48898.0369047619	0	3208.5	183072.583333333	61665.4611111111	66783.4857142857	40275.8690476191	36718.3678571428	5839.47380952381	37053.2368055555	99.7738095238095	6.1	13494.6380952381	6152.55	6082.67916666667	2177.82976190476	966.916666666665	1628.33333333333	33640.2666666667	2227.9	0	61778.3702380952	7.5	0	528.083333333335	528.083333333335	0	2.5	0	3122.93333333333	0	0	0.090909090909091	5	0	2447.75	10506.8839285714	0	0.333333333333333	1412.33333333333	0	0	20448883.77546
0159_AV42_66160_20190805_ST	21275702	287835.366666667	0	9478.98333333333	52286.853968254	0	4184.16666666667	196471.631746032	64008.9575757576	65796.3833333334	41316.0595238095	38851.4365079366	5790.0380952381	43746.5791666666	188.893650793651	2.8	14129.1416666666	9532.93333333333	5870.50833333333	1366.47142857143	1506.91666666667	2430.51666666667	32954.9261904762	3703.66666666667	0	68283.3523809524	17	0	694.916666666668	692.583333333335	0	4.33333333333333	0	3377.75	2.5	0	0.090909090909091	72	0	2267.25	14398.4464285714	0	0.333333333333333	1755	0	0	20302683.2124278
0159_AP39_21231_20180727_ST_E21	21114155	295969.177380952	0	10815.5886904762	51661.0960317461	0	3495.35	181985.106751582	60992.9151265401	63003.7	36996.2595238095	33507.3761904762	5796.44761904762	38934.2458333333	160.69126984127	21.5	10957.3761904762	7715.28333333334	5125.15476190476	2162.78035714286	1043.625	1261.9	41487.8452380952	3853.4	0	68156.9892857143	4.5	0	369.333333333333	368.833333333333	22.5	12	0	3287.46666666667	0	0	24.0454545454546	32.6666666666667	0	3589	8003.82976190477	0	1	1711.95	0	0	20171624.0661991
0159_AP39_21215_20180801_ST_E21	20666946	300634.717099567	0	15840.8595238095	50806.5210317461	0	3990.33333333333	216005.261111111	67878.8024891775	66411.5285714286	39170.5	35076.9515873016	11730.75	36456.7597222222	377.539682539682	161.883333333333	13116.1484126984	6369.46666666667	7496.24166666666	6572.88452380952	1194.16666666667	1643.36666666667	36293.1666666667	5183.25238095238	0	78311.4357142857	12.5	0	873	873	0	5.08333333333333	0	3442.55	0	0	257	0	0	2624.83333333333	12829.2523809524	0	15.3333333333333	1728	0	0	19643562.9107684
0159_AP39_21325_20180920_ST_E21	20574440	236600.34047619	0	9631.86666666667	46127.7428571429	0	3678.5	182617.552777778	60697.0380952381	67835.1738095239	39257.3666666667	35091.3301587301	5293.54285714285	38069.7970238095	68.0650793650794	2.35	12180.7583333333	5191.29999999999	6935.66666666667	1819.10833333333	1137.54166666667	1994.73333333333	34563.4666666666	2451.46666666667	0	60719.2023809524	21	0	246.25	246.25	0	4	0	3355.45	0	0	0	0	1	2862.5	8635.29166666666	0	0	1495.66666666667	0	0	19705608.6811508
0159_AP39_21086_20180503_ST	20516172	246935.576190476	0	10739.5666666667	51217.5849206349	0	3652.91666666667	191874.905555556	62050.6833333333	68673.6833333333	37978.6833333333	40544.6492063492	6789.0619047619	39150.2527777778	64.2619047619047	1.1	13267.4714285714	5732.55	5621	1890.24166666667	1122.5	2611.68333333334	31601.5833333333	3121.78333333334	0	56090.5738095238	31.25	0	940.75	940.75	10.75	14.75	0	2895.16666666667	0	0	0	0	0	1211.5	8945.80833333333	0.5	0	1239	0	0	19619209.4623016
0159_AY44_33022_20170915_ST	20492098	268615.876190476	0	10803.325	50358.8277777777	0	4195.70833333333	200081.834096459	69694.7753357753	69382.5666666666	42383.4833333333	33654.4944444445	5712.79285714286	38569.2798611111	99.5761904761904	1.8	11254.7611111111	5718.2	6894.25	2157.26666666667	1414	1699.53333333333	36090.1	6011.28333333333	0	57883.4714285714	2	0	1509.25	1509.25	15	16.0833333333333	0	3323.81666666667	0	0	0	0	0	2006.25	10311.4583333333	0	0	1492.5	0	0	19549235.1857067
0159_AV42_66184_20190930_ST	20318581	267381.916666667	0	12155.6595238095	46122.023015873	0	2120.5	195138.817604618	59103.4027777778	58858.6833333334	42396.8666666667	26524.0777777777	6793.51904761905	31212.1277777778	131.219047619048	4.71666666666667	11702.5583333333	5522.26666666666	6743.29166666665	3001.21785714286	1458.08333333333	843.866666666666	37863.4833333333	5968.5	0	54589.2630952381	9.5	0	1213.66666666666	1213.66666666666	3.25	0	0	3695.75	9	0	0.0454545454545454	0	0	928	8602.48333333333	0	0	1738.83333333333	0	0	19425530.7436869
0159_AP39_21056_20180125_ST	20222469	267408.004761905	0	10300.7916666667	52354.9158730158	0	2343.225	191451.248015873	68963.6932900433	71738.2833333334	42616.8619047619	49592.7325396826	7073.11428571429	42126.4291666667	122.345238095238	12.8833333333333	13266.3666666667	4894.16666666667	6185.20833333333	4164.68928571428	1175.79166666667	1779.3	40309.4666666666	2026.87619047619	0	66178.6083333334	0	0	325.833333333333	325.833333333333	0	10.3333333333333	0	2872.03333333333	0	0	0.545454545454545	0	0	3200.83333333334	7932.03214285714	0	1	1412.16666666667	0	0	19260303.3868506
0159_AB10_26288_20181210_ST	20151645	294975.7	0	14058.4428571429	57079.9724867725	0	3439.70833333333	213436.511904762	70413.8341269841	63562.8666666667	41448.6	43497.2248677249	18049.9392857143	43963.3180555555	533.642857142856	106.366666666666	14312.7761904762	7801.43333333334	6060.95833333333	6674.43452380952	1316.41666666667	3020.25	38785.1523809524	3968.80833333333	0	78559.4079365079	4	0	883.083333333335	882.583333333335	12.75	91.3333333333333	0	3203.15	0	0	17.5909090909091	9.66666666666667	0	1625.5	14451.2166666666	0	11	1409.08333333333	0	0	19103978.2766174
0159_AZ03_32033_20180922_ST	20110177	282478.733333333	0	19174.85	56458.9277777777	0	3113.04166666667	237136.938131313	73751.4818181818	63790.9333333333	43728.5738095238	50612.1412698413	25385.1785714286	49620.1458333333	873.093650793651	203.983333333333	14145.9857142857	8978.23333333333	6430.125	10647.9035714286	1443.54166666667	4637.61666666667	39894.3738095238	3087.78333333333	0	90352.4595238095	34.75	0	966.25	967.083333333333	0	409.333333333333	0	3255.56666666667	5	0	28	20	0	2801.25	13129.2119047619	0	21.6666666666667	1692.16666666667	0	0	19000900.6762807
0159_AK37_71057_20190430_ST	19997723	295183.267857143	0	18748.5625	60942.4461640211	0	3322.25	222498.03510101	73840.7956709956	62392.6666666666	46077.4857142857	48116.2219576719	20138.6011904762	46261.5275793651	742.106349206349	329.966666666667	17373.4781746032	8296.96666666666	7384.49166666667	7521.18392857143	1573.33333333333	4107.5	34337.7761904762	4674.925	0	86038.5087301587	13.75	0	1209.75	1209.75	0	47.6666666666667	0	2624.86666666667	0	0	20.5	0	0	3267.5	12558.8964285714	0	0.333333333333333	1065.16666666667	0	0	18905802.7231301
0159_AP39_21278_20180823_ST_E21	19955915	318300.942857143	0	10541.7208333333	45978.415079365	0	7162.66666666665	191025.908333333	61247.3952380952	53212.1166666667	33690.5238095238	18445.7111111111	5560.74761904762	37894.7895833333	352.246825396825	25.7666666666667	12243.5714285714	12373.5833333333	5233.95833333333	1300.33273809524	1627.75	647.483333333333	40910.6809523809	5443.82619047618	0	80230.8714285715	0	0	568.333333333335	567.833333333335	0	16.1666666666667	0	3441.75	0	0	7	0.666666666666667	0	12099	8755.65357142857	0.5	1.66666666666667	1381.66666666667	0	0	18985623.7540675
0159_AP39_21284_20190102_ST_E21	19897187	246426.966666667	0	12961.325	59581.2857142858	0	1470.625	163943.619444444	60057.325	64506.3833333334	40792.3761904762	52205.9	6012.24761904762	31714.4736111111	91.7142857142857	2.26666666666667	15544.575	3500.25	3748.04166666667	1445.76666666667	1017.66666666667	455.8	33234.1666666666	2018.95	0	51909.3928571429	4.25	0	366.5	366	8.75	8.66666666666667	0	3378.33333333333	0	0	0	0	0	1584.5	5088.9	0	0	1756.91666666667	0	0	19031983.0652778
0159_AP39_21216_20180227_ST_E21	19850787	242362.992857143	0	11331.1416666667	47587.8523809524	0	3030.59166666667	189589.920634921	64047.6869047619	61211.9023809524	37739.330952381	33565.9944444444	6604.8380952381	38656.4930555556	77.8865079365079	17.3333333333333	13126.6964285714	5392.55	6062.33333333333	2064.83214285714	1072.70833333333	1735.18333333333	35292.4119047619	4165.11666666666	0	55446.7845238095	5.25	0	555.333333333335	555.333333333335	0	7.83333333333333	0	3124.3	0	0	2.04545454545454	0	0	1070.5	8432.80714285715	0	0.666666666666667	1402.66666666667	0	0	18975447.6825216
0159_AZ03_32051_20190819_ST	19702488	284121.428968254	0	10362.075	49253.7797619048	0	3202.95833333333	175741.35	60983.9325757576	57217.75	36879.3595238095	31479.284920635	7453.25476190477	36074.0541666667	197.793650793651	26.7	14010.825	6225.01666666667	5290.08333333333	2371.42976190476	1226.33333333333	2386.16666666667	33873.2833333333	2480.63333333334	0	64020.2404761905	22.75	0	713.666666666665	711.999999999998	0	42.4166666666667	0	2980.7	0	0	0.5	34.1333333333333	0	3072	8951.70476190476	0	3	1641.41666666667	0	0	18799435.9783369
0159_AP39_21310_20180719_ST_E21	19247900	255659.851190476	0	9072.8	46259.6698412698	0	2931.125	178134.883333333	59100.6638888889	59722.5499999999	36100.5261904762	34900.0888888889	4951.67619047619	36772.8333333333	81.7642857142856	1.9	11605.9138888889	5665.56666666667	4738.225	1964.475	1107.45833333333	1682.43333333333	33982.7333333334	2919.76666666667	0	58188.3702380952	19.25	0	562	563	0.25	26.3333333333333	0	2899.7	0	0	0	2	0	2181.5	7594.75	0	0.333333333333333	1555.1	0	0	18386950.5087302
0159_BC12_41015_20171213_ST	19142883	266880.176190476	0	9356.14642857143	48434.6603174603	0	3648.625	189749.471464646	63204.0444444445	58741.4666666667	38290.9857142857	28694.3182539683	4344.84761904762	35820.2847222222	84.965873015873	3.45	11631.425	5163.03333333334	5631.70833333333	1272.31428571429	1190.95833333333	1712.3	34925.0833333333	4904.3	0	56709.4833333333	12.5	0	1210.75	1210.75	16.25	22.3333333333333	0	3399.28333333333	0	0	0	0	0	1488.25	9611.60952380953	0	0	1733.2	0	0	18253784.0251623
0159_AA34_42476_20191015_ST	19083819	267035.816666667	0	11482.7	46332.7063492064	0	4452.79166666667	187958.847222222	64103.5	57392	38128.6095238095	36435.2841269841	4469.4380952381	42959.6236111111	50.0436507936508	2.45	15078.8464285714	7921.16666666667	6382.58333333333	1354.5630952381	1185.33333333333	2564.66666666667	30005.4333333334	2352.5	0	59755.3904761905	37.25	0	350.416666666667	349.916666666667	0	23.75	0	2947.63333333333	0	0	0.136363636363636	197.666666666667	0	3281.25	10752.1464285714	0	0	979.583333333333	0	0	18177494.9562951
0159_AP39_21141_20180213_ST	18773165	267332.845238095	0	8382.61666666666	49342.6261904762	0	1735.725	162475.44004884	52200.0293401044	48167.5583333334	33537.5023809524	25549.5119047619	4850.05	25571.6305555555	118.516666666667	38.1333333333333	9619.95	4971.71666666667	3937.04166666667	916.951190476191	1100.5	432	33203.3666666666	3740.11666666666	0	54748.8738095238	22.75	0	663.833333333335	664.500000000002	6.25	11.5	0	3538.63333333333	22	0	0.090909090909091	6.73333333333333	0	833.75	6232.65952380952	0	0	1870.25	0	0	17967319.3472416
0159_AP39_21331_20190102_ST_E21	18743250	250850.201190476	0	14355.4958333333	41389.3568783069	0	3319.875	188319.402380952	58315.6523809524	56832.6523809524	38480.6595238095	27497.3521164021	9188.7511904762	30851.4888888889	339.149999999999	92.8333333333334	11549.3428571429	5860.6	6047.54166666667	5834.28392857143	1172.04166666667	1081.35	36914.0357142857	5638.30833333333	0	63396.9515873016	9.5	0	679.75	679.75	5	12.5833333333333	0	3304.25	0	0	119.5	0	0	1723.5	9256.79642857143	0	9.33333333333333	1245.75	0	0	17868876.9600529
0159_AP39_21224_20180730_ST_E21	18648432	244399.415079365	0	8797.93333333333	44990.0833333334	0	2831.375	180086.992857143	54713.0151515151	58002.4666666666	35310.3928571429	30460.1984126985	7215.10476190477	35073.5118055556	92.3658730158731	1.88333333333334	13619.6761904762	9684.61666666667	6750.95833333333	1183.75833333333	877.75	1645.56666666667	31257.9944444445	2330	0	59460.1511904762	4.5	0	278.5	278	0	3.5	0	2955.41666666667	0	0	0	0.5	0	3463.75	8862.48333333333	0	0	1201.58333333333	0	0	17802598.5563763
0159_AP39_21061_20180816_ST	18643713	239004.676190476	0	9007.175	46750.8785714286	0	2287.33333333333	172527.441666667	58469.8916666667	61156.1833333333	37584.8142857143	33239.5309523809	5231.62619047619	35021.475	103.816666666667	4.11666666666667	12024.1083333333	6636.45	5561.16666666667	1545.7	1017.16666666667	1979.2	31846.7	1964.65	0	56694.2047619047	16.5	0	354.333333333333	354.333333333333	0	13	0	3104.16666666667	0	0	0.5	0	0	2181.25	7889.975	0	0.666666666666667	1518.98333333333	0	0	17808620.9857143
0159_AZ03_32023_20180717_ST	18389472	260479.48452381	0	10461.2761904762	47237.7738095238	0	2507.54166666667	181567.863888889	56462.9507936508	52788.3238095238	36496.55	29771.8166666667	14744.8642857143	32041.5472222222	450.670634920634	115.95	9692.47380952381	7987.31666666666	5013.5	5108	1166.5	1568.83333333333	38002.9166666666	5304.88333333334	0	69486.0845238095	49	0	586.249999999998	586.749999999998	0	136.916666666667	0	3465.53333333333	3.5	0	1.59090909090909	24	0	2094.5	7968.20714285714	1.5	0	1529.16666666667	0	0	17504567.963456
0159_AP39_21057_20180521_ST	18296289	267017.673412698	0	9623.22916666667	55829.2123015874	0.25	3021.79166666667	157950.721825397	64913.0666666667	61387.519047619	37502.5369047619	31864.0876984127	4971.50952380952	39835.3208333333	113.965079365079	13.25	12549.7611111111	8783.27380952381	5442.375	1364.57083333333	1247.91666666667	1384.78333333333	34411.9761904762	3448.9	0	66316.1	2.75	0	456.75	459.416666666667	0	20.5	0	2678.45	0	0	2.04166666666667	4.33333333333333	0	2006	7920.16666666667	0	0.666666666666667	1574.33333333333	0	0	17412169.8005952
0159_AA34_42100_20180523_ST	18138798	247778.55	0	13776.3333333333	44937.0492063492	0	409.541666666667	171185.102777778	64799.3707792208	56245.4333333333	34372.2404761905	34560.0960317461	16886.3595238095	43352.525	352.360317460318	40.5	14955.7226190476	10359.0166666667	3831.70833333333	1689.77857142857	1320.83333333333	2327.86666666666	41903.3333333333	5217.50952380953	0	70380.369047619	0	0	395.333333333333	390.833333333333	0	44	0	4353.35	0	0	30	0	0	9986.25	7455.64642857143	0	4	536.583333333333	0	0	17234920.4030303
0159_AP39_21052_20180510_ST	18125164	232861.223809524	0	9447.775	48489.3154761905	0.333333333333333	3230.29166666667	162658.80479798	57540.1432900433	60938.7880952382	34826.05	36497.5333333333	5328.12261904762	33661.1107142857	124.271428571429	2.06666666666666	11654.4214285714	4866.71666666667	5625.875	2317.60833333333	1146.20833333333	1554.48333333333	33990.55	1845.78452380952	0	52779.2869047619	2.5	0	416.916666666667	416.916666666667	0.5	6.66666666666667	0	2991.45	0	0	0.545454545454545	0	0	2040.5	6321.95119047619	0	0	1687.33333333333	0	0	17309891.955267
0159_AV42_66162_20190810_ST	17949681	226164.866666667	0	9749.09166666667	42909.0920634921	0	2453.91666666667	168457.637301587	54128.1166666667	57243.4	37373.1452380952	26276.292063492	5203.4	32117.7145833333	136.311904761905	5.91666666666667	10765.5	4952.98333333333	6057.29166666667	2174.19166666667	1056.20833333333	1193.9	28424.4261904762	4226.78333333333	0	47624.6380952381	4.25	0	710.25	709.75	0	2	0	3099.63333333333	0.5	0	4	0	0	865.75	7783.35833333333	0	0.666666666666667	1591.66666666667	0	0	17166214.3508928
0159_AP39_21317_20180801_ST_E21	17947935	232437.58452381	0	9902.16666666667	40933.2055555556	0	3797.04166666667	167381.983333333	57096.1777777778	54850.95	36555.1023809524	31457.1722222222	4852.16190476191	36255.9222222222	120.869047619048	6.06666666666667	11217.2666666667	5749.26666666667	5716.54166666667	1650.2630952381	1084.04166666667	2056.8	30048.2833333334	4523.91666666667	0	53176.4011904762	7.25	0	467.083333333333	449.416666666667	3	28.5833333333333	0	2922.96666666667	0	0	0	0	0	2523.25	8687.52142857143	0	0	1309.31666666667	0	0	17140667.4269841
0159_AQ29_10020_20170913_ST	17918037	253208.495238095	0	9095.375	45422.5899206349	0	1613.70833333333	141379.846199634	46534.4475579976	49240.2166666667	30948.3297619048	28948.0444444444	3210.75714285714	21344.2032738095	83.7976190476191	6.18	8834.20833333334	4884.35	3077.875	1579.925	771.458333333335	50.3666666666667	31166.5	3084.08333333333	0	49179.2	3	0	340.5	340.833333333333	6.75	5	0	3263.7	0	0.95	0	12.4666666666667	0	1617.75	4767.475	0	0	1784.75	0	0	17172229.8671749
0159_AY44_33160_20190423_ST	17904187	304071.8	0	19964.6875	44519.1382275133	0	3399.91666666667	202681.321794872	61401.1301337551	53328.1	34668.7976190476	34276.3414021164	14524.4571428571	35640.5317460318	508.511111111111	232.666666666667	12793.1738095238	5142.83333333334	7194.875	10470.9446428571	1065.29166666667	1632.33333333333	33057.7428571429	5826.13333333333	0	90696.0253968254	13.5	0	784.75	784.916666666667	20	9	0	2787.01666666667	15	0	456	54.0666666666667	0	1139.25	15015.2154761904	0	23.3333333333333	1481.41666666667	0	0	16904506.7811402
0159_AB10_26038_20180403_ST	17884544	297035.535714286	0	10748.5833333333	35543.1126984127	0	3772.875	188109.693620269	57911.4127455878	47600.8047619048	35130.2261904762	20493.0563492063	5685.15952380953	26999.5784722222	116.470634920635	9.1	10162.9388888889	12165.9833333333	4582.75	1504.89642857143	701.666666666667	922	32590.6023809523	5967.91666666666	0	65351.2976190476	7.25	0	344.166666666667	344.166666666667	200.25	13.3333333333333	0	3924.4	0	0	0	304.133333333333	0	13614.75	11098.1964285715	0	1.33333333333333	1214.75	0	0	16990371.6092095
0159_AB18_26455_20190227_ST	17816582	235570.925	0	10113.2511904762	46213.507936508	0	3903.93333333333	169599.169444444	58095.1916666667	58208.9	36368.1333333333	34687.1888888889	6013.13809523809	36761.6069444444	145.109523809524	2.8	12749.7083333333	5874.99999999999	5657.53333333333	1552.91785714286	1081.04166666667	2188.33333333333	30222.1666666666	3061.04523809524	0	55016.394047619	7	0	523.499999999998	522.666666666665	0	1	0	2564.75	0	0	0.0454545454545454	0	0	3230	9039.44523809524	0	0	1206	0	0	16986400.5968074
0159_AB18_26347_20190211_ST	17591558	231671.275	0	9090.07619047619	42035.1563492063	0	2133.45833333333	157774.532905983	55161.620970696	54543.7166666666	34937.6166666667	23006.0444444444	6234.49285714285	27577.6888888889	173.642857142857	4.4	9950.98055555555	5447.73333333334	5563.33333333333	1657.92619047619	1031.66666666667	955.016666666667	30317.9166666667	4512.23333333334	0	52188.0916666667	5.25	0	724	724.666666666667	0	5.33333333333333	0	3317.15	0	0	0.0454545454545454	7.33333333333333	0	997.5	6307.86666666666	0	0	1502.58333333333	0	0	16821997.6506688
