id	name	parent_id	level	external_id	ec_id	child_count	level_backup
295	Phenylethylamine Degradation	296	level 1	Phenylethylamine-Degradation		0	super-pathway
296	Phenolic Compounds Degradation	308	level 1	Phenolic-Compounds-Degradation		0	super-pathway
297	Protocatechuate Degradation	308	level 1	Protocatechuate-Degradation		0	super-pathway
298	Quinate Degradation	308	level 1	Quinate-Degradation		0	super-pathway
299	Atrazine Degradation	300	level 1	Atrazine-Degradation		0	super-pathway
300	<i>s</i>-Triazine Degredation	308	level 2	s-Triazine-Degradation		0	level 2
301	Salicylate Degradation	308	level 1	Salicylate-Degradation		0	super-pathway
302	Shikimate Degradation	308	level 1	Shikimate-Degradation		0	super-pathway
303	4-Toluenesulfonate Degradation	304	level 1	4-Toluenesulfonate-Degradation		0	super-pathway
304	Sulfoaromatic Compounds Degradation	308	level 1	Sulfoaromatics-Degradation		0	super-pathway
305	Toluenes Degradation	308	level 1	TOLUENE-DEG		0	super-pathway
306	Urate Degradation	308	level 1	Urate-Degradation		0	super-pathway
307	Xylene Degradation	308	level 1	Xylene-Degradation		0	super-pathway
308	Aromatic Compounds Degradation	409	super-pathway	AROMATIC-COMPOUNDS-DEGRADATION		0	super-pathway
309	Reductive TCA Cycles	310	level 1	Reductive-TCA-Cycles		0	super-pathway
310	Autotrophic CO<sub>2</sub> Fixation	311	level 1	Autotrophic-CO2-Fixation		0	super-pathway
311	CO<sub>2</sub> Fixation	315	level 1	CO2-Fixation		0	super-pathway
312	Formaldehyde Assimilation	315	level 1	Formaldehyde-Assimilation		0	super-pathway
313	Formaldehyde Oxidation	315	level 1	Formaldehyde-Oxidation		0	super-pathway
314	Methanol Oxidation	315	level 1	Methanol-Oxidation		0	super-pathway
315	C1 Compounds Utilization and Assimilation	409	super-pathway	C1-COMPOUNDS		0	super-pathway
316	Glycogen Degradation	318	level 1	Glycogen-Degradation		0	super-pathway
317	Glycosaminoglycan Degradation	318	level 1	Glycosaminoglycan-Degradation		0	super-pathway
318	Polysaccharides Degradation	327	level 1	POLYSACCHARIDES-DEG		0	super-pathway
319	D-arabinose Degradation	326	level 1	D-Arabinose-Degradation		0	super-pathway
320	Galactose Degradation	326	level 1	GALACTOSE-DEGRADATION		0	super-pathway
321	L-arabinose Degradation	326	level 1	L-Arabinose-Degradation		0	super-pathway
322	Lactose Degradation	326	level 1	LACTOSE-DEG		0	super-pathway
323	Sucrose Degradation	326	level 1	SUCROSE-DEG		0	super-pathway
324	Trehalose Degradation	326	level 1	Trehalose-Degradation		0	super-pathway
325	Xylose Degradation	326	level 1	Xylose-Degradation		0	super-pathway
326	Sugars Degradation	327	level 1	Sugars-And-Polysaccharides		0	super-pathway
327	Carbohydrates Degradation	409	super-pathway	Carbohydrates-Degradation		0	super-pathway
328	2-Oxobutanoate Degradation	334	level 1	2-Oxobutanoate-Degradation		0	super-pathway
329	Acetate Formation	334	level 1	Acetate-Formation		0	super-pathway
330	Malonate Degradation	334	level 1	Malonate-Degradation		0	super-pathway
331	2-Methylcitrate Cycle	332	level 1	Methyl-Citrate-Cycle		0	super-pathway
332	Propionate Degradation	334	level 1	Propionate-Degradation		0	super-pathway
333	Succinate Degradation	334	level 1	SUCC-DEG		0	super-pathway
334	Carboxylates Degradation	409	super-pathway	CARBOXYLATES-DEG		0	super-pathway
335	Carbon Tetrachloride Degradation	336	level 1	Carbon-tetrachloride-degradation		0	super-pathway
270	Chlorobenzene Degradation	278	level 1	Chlorobenzene-Degradation		0	super-pathway
271	3-Chlorobenzoate Degradation	272	level 1	3-Chlorobenzoate-Degradation		0	super-pathway
272	Chlorobenzoate Degradation	278	level 1	Chlorobenzoate-Degradation		0	super-pathway
273	3-Chlorocatechol Degradation	274	level 1	3-Chlorocatechol-Degradation		0	super-pathway
274	Chlorocatechol Degradation	278	level 1	Chlorocatechol-Degradation		0	super-pathway
275	3 Chlorotoluene Degradation	277	level 1	3-Chlorotoluene-Degradation		0	super-pathway
276	Dichlorotoluene Degradation	277	level 2	Dichlorotoluene-Degradation		0	level 2
277	Chlorotoluene Degradation	278	level 2	Chlorotoluene-Degradation		0	level 2
278	Chloroaromatic Compounds Degradation	336	level 1	Chloroaromatic-Compounds-Degradation		0	super-pathway
336	Chlorinated Compounds Degradation	409	super-pathway	CHLORINATED-COMPOUNDS-DEG		0	super-pathway
337	Heme Compounds Degradation	338	level 1	Heme-Degradation		0	super-pathway
338	Cofactors, Prosthetic Groups, Electron Carriers Degradation	409	super-pathway	COFACTOR-DEGRADATION		0	super-pathway
339	Acetone Degradation	341	level 1	Acetone-Degradation		0	super-pathway
340	Fatty Acids Degradation	341	level 1	Fatty-Acid-Degradation		0	super-pathway
341	Fatty Acid and Lipids Degradation	409	super-pathway	Fatty-Acid-and-Lipid-Degradation		0	super-pathway
342	Melatonin Degradation	349	level 1	Melatonin-Degradation		0	super-pathway
343	Abscisic Acid Degradation	347	level 1	Abscisic-Acid-Degradation		0	super-pathway
344	Auxins Degradation	347	level 1	AUXINS-DEGRADATION		0	super-pathway
345	Cytokinins Degradation	347	level 1	CYTOKININS-DEGRADATION		0	super-pathway
346	Gibberellins Degradation	347	level 1	GIBBERELLINS-DEGRADATION		0	super-pathway
347	Plant Hormones Degradation	349	level 2	PLANT-HORMONE-DEG		0	level 2
348	Thyroid Hormone Metabolism	349	level 1	Thyroid-Hormone-Metabolism		0	super-pathway
349	Hormones Degradation	409	super-pathway	HORMONE-DEG		0	super-pathway
350	Ammonia Oxidation	352	level 1	Ammonia-oxidation		0	super-pathway
351	Nitrate Reduction	352	level 1	Nitrate-Reduction		0	super-pathway
352	Nitrogen Compounds Metabolism	368	level 1	NITROGEN-DEG		0	super-pathway
353	Phosphorus Compounds Metabolism	368	level 1	Phosphorus-Compounds		0	super-pathway
354	Dimethylsulfide Degradation	367	level 1	Dimethylsulfide-Degradation		0	super-pathway
355	Dimethylsulfoniopropionate Degradation	367	level 1	Dimethylsulfoniopropionate-Degradation		0	super-pathway
356	Methylthiopropionate Degradation	367	level 2	Methylthiopropionate-Degradation		0	level 2
357	Sulfate Reduction	367	level 1	Sulfate-Reduction		0	super-pathway
358	Sulfide Oxidation	367	level 1	Sulfide-Oxidation		0	super-pathway
359	Sulfite Oxidation	367	level 1	Sulfite-Oxidation		0	super-pathway
360	Sulfoacetaldehyde Degradation	367	level 1	Sulfoacetaldehyde-Degradation		0	super-pathway
361	Sulfur Disproportionation	367	level 1	Sulfur-Disproportionation		0	super-pathway
362	Sulfur Oxidation	367	level 1	Sulfur-Oxidation		0	super-pathway
363	Sulfur Reduction	367	level 1	Sulfur-reduction		0	super-pathway
364	Tetrathionate Reduction	367	level 1	Tetrathionate-Reduction		0	super-pathway
365	Thiosulfate Disproportionation	367	level 1	Thiosulfate-Disproportionation		0	super-pathway
366	Thiosulfate Oxidation	367	level 1	Thiosulfate-Oxidation		0	super-pathway
367	Sulfur Compounds Metabolism	368	level 1	Sulfur-Assimilation		0	super-pathway
368	Inorganic Nutrients Metabolism	409	super-pathway	Noncarbon-Nutrients		0	level 2
369	Purine Degradation	373	level 1	Purine-Degradation		0	super-pathway
370	Pyrimidine Ribonucleosides Degradation	372	level 1	Pyrimidine-Ribonucleosides-Degradation		0	super-pathway
371	Uracil Degradation	372	level 1	Uracil-Degradation		0	super-pathway
372	Pyrimidine Degradation	373	level 1	Pyrimidine-Degradation		0	super-pathway
373	Nucleosides and Nucleotides Degradation and Recycling	409	super-pathway	NUCLEO-DEG		0	super-pathway
374	Carbon-Disulfide Degradation	377	level 2	Carbon-disulfide-degradation		0	level 2
375	Nicotine Degradation	377	level 1	Nicotine-Degradation		0	super-pathway
376	Thiocyanate Degradation	377	level 1	Thiocyanate-Degradation		0	super-pathway
377	Degradation/Utilization/Assimilation - Other	409	super-pathway	Other-Degradation		0	super-pathway
316	Glycogen Degradation	318	level 1	Glycogen-Degradation		0	super-pathway
317	Glycosaminoglycan Degradation	318	level 1	Glycosaminoglycan-Degradation		0	super-pathway
318	Polysaccharides Degradation	378	level 1	POLYSACCHARIDES-DEG		0	super-pathway
378	Polymeric Compounds Degradation	409	super-pathway	Polymer-Degadation		0	super-pathway
379	Protein Degradation	409	super-pathway	Protein-Degradation		0	super-pathway
380	Fatty Acid Derivatives Degradation	408	level 2	FATTY-ACID-DERIVATIVE-DEG		0	level 2
381	Flavonoids Degradation	408	level 1	FLAVONOID-DEG		0	super-pathway
382	Caffeine Degradation	383	level 1	CAFFEINE		0	super-pathway
383	Alkaloids Degradation	387	level 1	ALKALOIDS		0	super-pathway
384	Cyanogenic Glucosides Degradation	386	level 1	CYANOGENIC-GLUCOSIDE-DEG		0	super-pathway
385	Glucosinolates Degradation	386	level 1	GLUCOSINOLATE-DEG		0	super-pathway
386	Nitrogen Containing Glucosides Degradation	387	level 2	N-CONTAINING-GLUCOSIDE-DEG		0	level 2
387	Nitrogen Containing Secondary Compounds Degradation	408	level 1	N-CONTAINING-SECONDARY-CMPD-DEG		0	super-pathway
388	Phenylpropanoid Derivatives Degradation	408	level 1	PHENYLPROPANOID-DERIVATIVE-DEG		0	super-pathway
389	Phytoalexins Degradation	408	level 2	PHYTOALEXIN-DEG		0	level 2
390	Polyketides Degradation	408	level 2	POLYKETIDE-DEG		0	level 2
391	Phytate Degradation	392	level 1	Phytate-Degradation		0	super-pathway
392	Cyclitols Degradation	399	level 1	CYCLITOLS-DEG		0	super-pathway
235	<i>N</i>-acetylglucosamine degradation	399	level 1	N-Acetylglucosamine-Degradation		0	super-pathway
393	D-Galactarate Degradation	397	level 1	D-Galactarate-Degradation		0	super-pathway
394	D-Galacturonate Degradation	397	level 1	D-Galacturonate-Degradation		0	super-pathway
395	D-Glucarate Degradation	397	level 1	D-Glucarate-Degradation		0	super-pathway
396	D-Glucuronate Degradation	397	level 1	D-Glucuronate-Degradation		0	super-pathway
397	Sugar Acids Degradation	399	level 1	SUGAR-ACIDS-DEG		0	super-pathway
398	Sugar Alcohols Degradation	399	level 1	SUGAR-ALCOHOLS-DEG		0	super-pathway
399	Sugar Derivatives Degradation	408	level 1	Sugar-Derivatives		0	super-pathway
400	Carveol Degradation	406	level 1	Carveol-Degradation		0	super-pathway
401	Hemiterpenes Degradation	406	level 2	ISOPRENOIDS-DEG		0	level 2
402	Limonene Degradation	406	level 1	Limonene-Degradation		0	super-pathway
343	Abscisic Acid Degradation	403	level 1	Abscisic-Acid-Degradation		0	super-pathway
403	Sesquiterpenoids Degradation	406	level 2	Sesquiterpenoid-Degradation		0	level 2
404	Carotenoids Degradation	405	level 1	Carotenoid-Degradation		0	super-pathway
405	Tetraterpenoids Degradation	406	level 2	Tetraterpenoid-Degradation		0	level 2
406	Terpenoids Degradation	408	level 1	TERPENOID-DEG		0	super-pathway
407	Xanthones Degradation	408	level 2	XANTHONE-DEG		0	level 2
408	Secondary Metabolites Degradation	409	super-pathway	SECONDARY-METABOLITE-DEGRADATION		0	super-pathway
409	Degradation/Utilization/Assimilation	1	super-pathway	Degradation		0	level 1
410	Acid Resistance	416	super-pathway	Acid-Resistance		0	super-pathway
411	Vancomycin Resistance	412	level 1	Vancomycin-Resistnace		0	super-pathway
412	Antibiotic Resistance	416	super-pathway	Antibiotic-Resistance		0	super-pathway
413	Arsenate Detoxification	416	super-pathway	Arsenate-Detoxification		0	super-pathway
414	Mercury Detoxification	416	super-pathway	Mercury-Detoxification		0	super-pathway
415	Methylglyoxal Detoxification	416	super-pathway	Methylglyoxal-Detoxification		0	super-pathway
416	Detoxification	1	super-pathway	Detoxification		0	super-pathway
417	Hydrogen Oxidation	418	level 1	Hydrogen-Oxidation		0	super-pathway
418	Chemoautotrophic Energy Metabolism	435	super-pathway	CHEMOAUTOTROPHIC-ENERGY-METABOLISM		0	super-pathway
419	Electron Transfer	435	super-pathway	Electron-Transfer		0	super-pathway
420	Acetoin Biosynthesis	424	level 1	Acetoin-Biosynthesis		0	super-pathway
421	Acetyl-CoA Fermentation to Butyrate	424	level 1	Acetyl-CoA-Butyrate		0	super-pathway
422	Butanediol Biosynthesis	424	level 1	Butanediol-Biosynthesis		0	super-pathway
423	Pyruvate Fermentation	424	level 1	Pyruvate-Degradation		0	super-pathway
424	Fermentation	435	super-pathway	Fermentation		0	super-pathway
425	Glycolysis	435	super-pathway	GLYCOLYSIS-VARIANTS		0	super-pathway
426	Methanogenesis	435	super-pathway	METHANOGENESIS		0	super-pathway
427	Other	435	super-pathway	OTHER-ENERGY		0	super-pathway
428	Pentose Phosphate Pathways	435	super-pathway	Pentose-Phosphate-Cycle		0	super-pathway
429	Photosynthesis	435	super-pathway	Photosynthesis		0	super-pathway
430	Tetrathionate Oxidation	431	level 2	Tetrathionate-Oxidation		0	level 2
431	Aerobic Respiration	433	level 1	AEROBIC-RESPIRATION		0	super-pathway
432	Anaerobic Respiration	433	level 1	ANAEROBIC-RESPIRATION		0	super-pathway
433	Respiration	435	super-pathway	Respiration		0	super-pathway
434	TCA cycle	435	super-pathway	TCA-VARIANTS		0	super-pathway
435	Generation of precursor metabolites and energy	1	super-pathway	Energy-Metabolism		0	super-pathway
436	Signal transduction pathways	1	level 1	Signaling-Pathways		0	level 1
437	Superpathways	1	level 1	Super-Pathways		0	super-pathway
438	Transport	1	level 1	Transport-Pathways		0	super-pathway
439	tRNA processing pathway	1	pathway	PWY0-1479		0	pathway
440	<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism	437	pathway	PWY-6146		50	pathway
440	<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism	223	pathway	PWY-6146		50	pathway
441	superpathway of aspartate and asparagine biosynthesis; interconversion of aspartate and asparagine	28	pathway	ASPASN-PWY		5	pathway
441	superpathway of aspartate and asparagine biosynthesis; interconversion of aspartate and asparagine	437	pathway	ASPASN-PWY		5	pathway
442	superpathway of leucine, valine, and isoleucine biosynthesis	28	pathway	BRANCHED-CHAIN-AA-SYN-PWY		14	pathway
442	superpathway of leucine, valine, and isoleucine biosynthesis	437	pathway	BRANCHED-CHAIN-AA-SYN-PWY		14	pathway
443	superpathway of phenylalanine, tyrosine, and tryptophan biosynthesis	28	pathway	COMPLETE-ARO-PWY		19	pathway
443	superpathway of phenylalanine, tyrosine, and tryptophan biosynthesis	437	pathway	COMPLETE-ARO-PWY		19	pathway
444	superpathway of lysine, threonine and methionine biosynthesis I	28	pathway	P4-PWY		20	pathway
444	superpathway of lysine, threonine and methionine biosynthesis I	437	pathway	P4-PWY		20	pathway
445	superpathway of phenylalanine and tyrosine biosynthesis	28	pathway	PWY-3481		6	pathway
445	superpathway of phenylalanine and tyrosine biosynthesis	437	pathway	PWY-3481		6	pathway
446	hypusine biosynthesis	28	pathway	PWY-5905		2	pathway
447	diphthamide biosynthesis	28	pathway	PWY-6482		4	pathway
448	superpathway of lysine, threonine and methionine biosynthesis II	28	pathway	PWY-724		18	pathway
448	superpathway of lysine, threonine and methionine biosynthesis II	437	pathway	PWY-724		18	pathway
449	superpathway of sulfur amino acid biosynthesis (<i>Saccharomyces cerevisiae</i>)	28	pathway	PWY-821		9	pathway
449	superpathway of sulfur amino acid biosynthesis (<i>Saccharomyces cerevisiae</i>)	437	pathway	PWY-821		9	pathway
450	superpathway of serine and glycine biosynthesis I	28	pathway	SER-GLYSYN-PWY		4	pathway
450	superpathway of serine and glycine biosynthesis I	437	pathway	SER-GLYSYN-PWY		4	pathway
451	alanine biosynthesis II	2	pathway	ALANINE-SYN2-PWY		1	pathway
452	alanine biosynthesis I	2	pathway	ALANINE-VALINESYN-PWY		3	pathway
453	alanine biosynthesis III	2	pathway	PWY0-1021		1	pathway
454	superpathway of alanine biosynthesis	2	pathway	PWY0-1061		5	pathway
454	superpathway of alanine biosynthesis	437	pathway	PWY0-1061		5	pathway
455	arginine biosynthesis IV	3	pathway	ARGININE-SYN4-PWY		5	pathway
456	arginine biosynthesis I	3	pathway	ARGSYN-PWY		9	pathway
456	arginine biosynthesis I	437	pathway	ARGSYN-PWY		9	pathway
457	arginine biosynthesis II (acetyl cycle)	3	pathway	ARGSYNBSUB-PWY		9	pathway
458	citrulline-nitric oxide cycle	3	pathway	PWY-4983		3	pathway
458	citrulline-nitric oxide cycle	125	pathway	PWY-4983		3	pathway
458	citrulline-nitric oxide cycle	242	pathway	PWY-4983		3	pathway
459	arginine biosynthesis III	3	pathway	PWY-5154		9	pathway
460	asparagine biosynthesis I	4	pathway	ASPARAGINE-BIOSYNTHESIS		1	pathway
461	asparagine biosynthesis II	4	pathway	ASPARAGINESYN-PWY		1	pathway
462	cyanide detoxification	4	pathway	ASPSYNII-PWY		3	pathway
462	cyanide detoxification	166	pathway	ASPSYNII-PWY		3	pathway
462	cyanide detoxification	377	pathway	ASPSYNII-PWY		3	pathway
462	cyanide detoxification	416	pathway	ASPSYNII-PWY		3	pathway
463	superpathway of asparagine biosynthesis	4	pathway	PWY0-1325		2	pathway
463	superpathway of asparagine biosynthesis	437	pathway	PWY0-1325		2	pathway
464	asparagine biosynthesis III (tRNA-dependent)	4	pathway	PWY490-4		2	pathway
464	asparagine biosynthesis III (tRNA-dependent)	29	pathway	PWY490-4		2	pathway
465	aspartate biosynthesis	5	pathway	ASPARTATESYN-PWY		1	pathway
466	glutamate degradation II	5	pathway	GLUTDEG-PWY		2	pathway
466	glutamate degradation II	246	pathway	GLUTDEG-PWY		2	pathway
467	&beta;-alanine biosynthesis II	6	pathway	PWY-3941		6	pathway
468	&beta;-alanine biosynthesis I	6	pathway	PWY-3981		2	pathway
469	uracil degradation (reductive)	6	pathway	PWY-3982		3	pathway
469	uracil degradation (reductive)	371	pathway	PWY-3982		3	pathway
470	&beta;-alanine biosynthesis III	6	pathway	PWY-5155		1	pathway
471	&beta;-alanine biosynthesis V	6	pathway	PWY-5760		2	pathway
472	cysteine biosynthesis I	7	pathway	CYSTSYN-PWY		2	pathway
473	cysteine biosynthesis/homocysteine degradation	7	pathway	HOMOCYSDEGR-PWY		2	pathway
473	cysteine biosynthesis/homocysteine degradation	250	pathway	HOMOCYSDEGR-PWY		2	pathway
474	cysteine biosynthesis III (mammalia)	7	pathway	PWY-6292		5	pathway
474	cysteine biosynthesis III (mammalia)	437	pathway	PWY-6292		5	pathway
475	cysteine biosynthesis IV (fungi)	7	pathway	PWY-6293		5	pathway
475	cysteine biosynthesis IV (fungi)	437	pathway	PWY-6293		5	pathway
476	cysteine biosynthesis II (RNA-dependent)	7	pathway	PWY-6308		2	pathway
476	cysteine biosynthesis II (RNA-dependent)	29	pathway	PWY-6308		2	pathway
477	homocysteine and cysteine interconversion	7	pathway	PWY-801		3	pathway
478	arginine degradation I (arginase pathway)	8	pathway	ARGASEDEG-PWY		3	pathway
478	arginine degradation I (arginase pathway)	242	pathway	ARGASEDEG-PWY		3	pathway
479	glutamate biosynthesis IV	8	pathway	GLUGLNSYN-PWY		1	pathway
480	glutamate biosynthesis II	8	pathway	GLUTAMATE-SYN2-PWY		1	pathway
481	glutamate biosynthesis I	8	pathway	GLUTSYN-PWY		1	pathway
482	glutamate biosynthesis III	8	pathway	GLUTSYNIII-PWY		1	pathway
483	glutamate biosynthesis V	8	pathway	PWY-4341		1	pathway
484	glutamate and glutamine biosynthesis	8	pathway	PWY-5505		6	pathway
484	glutamate and glutamine biosynthesis	9	pathway	PWY-5505		6	pathway
484	glutamate and glutamine biosynthesis	437	pathway	PWY-5505		6	pathway
485	glutamine biosynthesis I	9	pathway	GLNSYN-PWY		1	pathway
486	L-glutamine biosynthesis II (tRNA-dependent)	9	pathway	PWY-5921		1	pathway
486	L-glutamine biosynthesis II (tRNA-dependent)	29	pathway	PWY-5921		1	pathway
487	glutamine biosynthesis III	9	pathway	PWY-6549		9	pathway
488	glycine biosynthesis II	10	level 2	GLYCINE-SYN2-PWY		0	level 2
489	glycine biosynthesis III	10	pathway	GLYSYN-ALA-PWY		1	pathway
490	glycine biosynthesis I	10	pathway	GLYSYN-PWY		1	pathway
491	glycine biosynthesis IV	10	pathway	GLYSYN-THR-PWY		1	pathway
492	superpathway of threonine metabolism	10	pathway	THREOCAT-PWY		17	pathway
492	superpathway of threonine metabolism	261	pathway	THREOCAT-PWY		17	pathway
492	superpathway of threonine metabolism	437	pathway	THREOCAT-PWY		17	pathway
493	histidine biosynthesis	11	pathway	HISTSYN-PWY		10	pathway
494	isoleucine biosynthesis I (from threonine)	12	pathway	ILEUSYN-PWY		5	pathway
495	isoleucine biosynthesis I	12	pathway	PWY-3001		11	pathway
495	isoleucine biosynthesis I	437	pathway	PWY-3001		11	pathway
496	isoleucine biosynthesis II	12	pathway	PWY-5101		6	pathway
497	isoleucine biosynthesis III	12	pathway	PWY-5103		5	pathway
498	isoleucine biosynthesis IV	12	pathway	PWY-5104		6	pathway
499	isoleucine biosynthesis V	12	pathway	PWY-5108		1	pathway
500	leucine biosynthesis	13	pathway	LEUSYN-PWY		5	pathway
501	lysine biosynthesis I	14	pathway	DAPLYSINESYN-PWY		9	pathway
502	lysine biosynthesis IV	14	pathway	LYSINE-AMINOAD-PWY		9	pathway
503	lysine biosynthesis II	14	pathway	PWY-2941		8	pathway
504	lysine biosynthesis III	14	pathway	PWY-2942		7	pathway
505	lysine biosynthesis V	14	pathway	PWY-3081		5	pathway
506	lysine biosynthesis VI	14	pathway	PWY-5097		7	pathway
507	methionine salvage II (mammalia)	16	pathway	ADENOSYLHOMOCYSCAT-PWY		2	pathway
508	methionine biosynthesis I	16	pathway	HOMOSER-METSYN-PWY		5	pathway
509	methionine biosynthesis III	16	pathway	HSERMETANA-PWY		2	pathway
