#query_id	ref_id	ref_start	ref_bp_aligned	query_coverage	query_identity
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:5927:21946	hmp2011120623S_674	1319	123	75.93	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:5734:22001	ncbibact2012011723S_2305	1203	177	80.82	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:6615:22068	gg20110531_125790	403	247	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:23524:22148	rdp1028_1292747	629	170	79.44	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:6851:22230	gg20110531_197853	114	199	84.32	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:18663:22616	ncbibact2012011723S_2401	1997	147	77.37	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:17705:22809	ssr108_417140	1217	89	68.99	98.88
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:20855:23264	slr108_74	32	49	32.03	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:22201:23285	slr108_12563	2001	81	57.45	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:17427:23761	rdp1028_61625	323	99	96.12	95.96
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:11459:23999	ncbibact2012011723S_3711	164	116	63.74	93.97
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:19010:24016	hmp2011120623S_587	364	136	63.26	99.26
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:24779:24101	hmp2011120623S_214	392	74	48.37	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:6698:24135	slr108_1255	1255	129	58.64	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:8090:24696	ncbibact2012011723S_465	1480	210	85.37	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:6844:25385	ncbibact2012011723S_240	1599	195	77.69	91.79
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:6844:25385	ncbibact2012011723S_3347	1691	33	13.15	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:20239:25447	hmp2011120623S_75	481	98	53.55	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:17978:25811	ncbibact2012011723S_2401	560	241	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:18832:26575	slr108_6134	1532	211	84.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:12271:27043	hmp2011120623S_432	290	114	68.67	99.12
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:19153:27095	hmp2011120623S_652	1735	186	79.49	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:14769:27357	slr108_4745	1840	137	74.05	95.62
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:10458:27900	hmp2011120623S_419	2497	98	55.06	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1102:15247:28152	hmp2011120623S_556	1408	177	77.97	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:13378:2442	slr108_6130	1572	100	57.14	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:13701:3044	hmp2011120623S_683	1247	181	83.03	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:16932:3450	ncbibact2012011723S_1599	1509	250	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:11213:3699	slr108_4745	371	90	51.14	91.11
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:11177:3834	hmp2011120623S_698	612	249	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:22360:3842	hmp2011120623S_131	686	200	84.75	99.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:15396:4192	ncbibact2012011723S_1599	1139	136	63.55	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:16140:4352	hmp2011120623S_708	1686	77	47.24	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:21217:4360	ncbibact2012011723S_2660	836	103	50.49	91.26
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:18986:4638	slr108_3441	1431	47	36.72	97.87
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:13976:4771	gg20110531_125540	147	147	65.33	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:10106:5138	hmp2011120623S_195	1400	249	100.00	99.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:11145:5264	slr108_18	172	181	74.49	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:23493:5299	ncbibact2012011723S_286	324	192	83.84	93.75
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:8346:5531	gg20110531_25392	1211	143	75.66	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:17288:5561	hmp2011120623S_652	2292	98	53.26	97.96
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:18192:6017	hmp2011120623S_34	652	66	43.42	96.97
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:25270:6151	hmp2011120623S_267	392	102	56.04	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:20835:6183	slr108_12427	1507	203	80.88	88.18
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:16201:6397	gg20110531_653885	1023	35	16.06	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:10810:6442	slr108_10689	1060	104	56.52	99.04
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:25191:6811	ncbibact2012011723S_2401	1658	146	65.18	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:18706:6908	rdp1028_1651615	197	145	65.91	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:14815:7107	hmp2011120623S_668	1375	250	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:25891:7329	slr108_17666	3107	121	60.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:25891:7329	slr108_17667	2961	33	16.58	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:21143:7353	slr108_8919	379	108	57.45	99.07
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:12179:7764	hmp2011120623S_526	302	53	35.57	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:14710:7786	hmp2011120623S_623	1621	144	69.90	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:6063:7933	rdp1028_462551	600	113	57.36	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:17272:8369	slr108_1620	490	88	48.89	96.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:15621:8988	slr108_6078	1582	170	72.34	99.41
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:14592:9025	hmp2011120623S_652	1723	116	70.73	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:26291:9198	hmp2011120623S_684	1213	230	92.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:17302:9285	slr108_18756	521	145	58.23	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:17302:9285	slr108_18756	664	110	44.18	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:27373:9449	gg20110531_77271	643	190	83.70	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:23548:9777	gg20110531_316329	1124	87	49.71	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:23548:9777	gg20110531_460595	1085	49	28.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:7394:10076	slr108_10781	2122	212	84.80	94.81
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:5230:10083	slr108_1255	1420	55	40.74	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:6353:10498	slr108_4746	473	125	73.96	98.40
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:5570:10577	slr108_15975	786	158	66.95	99.37
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:16181:10643	hmp2011120623S_545	1377	165	67.35	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:14825:11103	ncbibact2012011723S_286	385	120	60.30	95.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:23637:11124	slr108_4628	2615	185	77.73	99.46
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:26088:11144	hmp2011120623S_429	2651	107	58.47	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:17254:11162	slr108_5992	1254	194	78.86	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:25156:11265	slr108_18601	2127	246	100.00	98.78
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:5640:11438	hmp2011120623S_529	109	88	63.77	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:22485:11583	slr108_257	2116	240	100.00	99.17
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:7852:11590	gg20110531_125305	842	105	72.41	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:25068:11665	slr108_3682	1585	88	51.16	98.86
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:15135:12026	gg20110531_171323	809	246	98.40	99.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:12918:12056	hmp2011120623S_484	21	171	68.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:17206:12084	rdp1028_613599	560	227	92.28	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:13426:12290	slr108_4745	1838	136	62.10	95.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:5299:12778	hmp2011120623S_698	301	251	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:7821:13031	hmp2011120623S_703	1554	64	44.76	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:22613:13412	hmp2011120623S_436	1241	245	98.00	99.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:24783:13604	slr108_3343	1650	115	58.67	99.13
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:20772:13698	slr108_3343	1231	191	79.58	99.48
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:19451:13859	slr108_3913	3356	121	48.40	97.52
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:19451:13859	slr108_3913	3335	57	22.80	98.25
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:6665:13889	rdp1028_462041	213	193	80.08	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:3617:14033	gg20110531_118561	530	154	71.96	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:18044:14230	hmp2011120623S_668	211	193	76.89	99.48
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:16930:14445	gg20110531_174233	522	155	79.90	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:2653:14606	hmp2011120623S_672	1016	195	82.98	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:4771:15290	hmp2011120623S_57	187	113	73.38	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:16435:15310	gg20110531_452173	469	243	97.20	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:20565:15350	ncbibact2012011723S_1128	1080	84	51.22	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:27875:15395	slr108_17165	1223	173	80.47	99.42
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:12980:15533	slr108_4497	183	229	100.00	99.56
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:1946:15628	slr108_18759	915	157	76.96	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:29632:16349	gg20110531_418837	240	245	100.00	98.78
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:5554:16742	gg20110531_70801	76	189	80.08	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:28004:16744	hmp2011120623S_429	1246	196	82.35	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:3845:16875	hmp2011120623S_528	291	96	54.86	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:17312:17463	ncbibact2012011723S_3272	1311	139	66.51	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:17902:17499	gg20110531_466144	218	229	91.97	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:6757:17971	gg20110531_77006	342	83	58.45	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:6757:17971	rdp1028_1090654	1	30	21.13	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:6480:18167	hmp2011120623S_352	175	163	64.80	87.73
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:22593:18392	hmp2011120623S_170	1429	85	51.52	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:17124:18399	gg20110531_84356	665	125	61.27	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:19058:19184	hmp2011120623S_170	1244	209	84.96	99.52
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:4544:19235	hmp2011120623S_652	1706	211	84.06	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:4544:19235	slr108_6097	995	45	17.93	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:2420:19343	ncbibact2012011723S_1342	2213	87	51.48	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:2928:19581	slr108_3441	1296	225	90.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:5986:19784	ssr108_42124	1540	49	37.98	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:26255:19877	rdp1028_1307172	113	96	61.94	96.88
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:9414:20096	ncbibact2012011723S_733	958	111	58.12	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:7173:20240	slr108_3461	789	101	68.24	92.08
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:17474:20344	ncbibact2012011723S_3711	122	105	71.92	95.24
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:11332:20625	slr108_12621	2468	58	38.16	98.28
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:21157:20628	ncbibact2012011723S_134	2933	141	65.12	90.78
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:26835:20776	gg20110531_418705	682	245	98.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:3922:20909	ssr108_494436	989	230	92.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:13566:20919	hmp2011120623S_432	2351	250	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:22738:21041	ssr108_155716	947	202	84.52	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:23701:21244	slr108_5118	911	183	86.73	99.45
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:20398:21312	rdp1028_9878	171	139	72.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:11128:21376	slr108_6078	1393	116	58.29	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:14802:21498	slr108_270	170	113	58.25	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:3464:22027	hmp2011120623S_652	1668	248	98.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:25545:22048	gg20110531_16089	220	237	100.00	98.73
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:5764:22152	slr108_6134	1611	132	70.97	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:18949:22537	slr108_15938	840	94	61.04	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:4159:22654	rdp1028_8164	318	148	62.98	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:4159:22654	rdp1028_8275	579	58	24.68	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:17723:22750	slr108_10	614	236	94.78	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:12888:22799	ncbibact2012011723S_1984	67	190	79.50	91.58
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:8089:23000	hmp2011120623S_593	832	172	77.13	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:4279:23274	hmp2011120623S_267	1393	231	92.77	99.57
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:23006:23702	hmp2011120623S_404	1374	163	73.09	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:26602:23714	hmp2011120623S_668	912	196	80.66	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:15721:23991	slr108_15940	512	80	43.72	93.75
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:15721:23991	slr108_4843	934	40	21.86	97.50
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:5328:24235	gg20110531_171888	264	250	100.00	99.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:13849:24520	rdp1028_1302172	1	114	59.69	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:23038:24904	gg20110531_131339	676	195	80.91	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:11426:24999	slr108_7962	211	135	57.69	98.52
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:17395:25165	slr108_6108	2495	84	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:10664:25195	slr108_1073	1504	161	67.65	96.27
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:12114:25541	hmp2011120623S_582	1306	137	64.32	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:8861:26071	slr108_15940	604	144	69.57	97.22
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:19633:26308	slr108_6043	936	158	71.17	96.20
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:14198:26348	hmp2011120623S_543	1428	127	70.17	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:14955:26645	rdp1028_1533779	273	165	80.10	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:11313:26989	ncbibact2012011723S_1984	335	168	77.31	95.83
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:16412:27022	ssr108_196365	767	134	77.91	99.25
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:14680:27054	ssr108_494225	970	138	76.67	99.28
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1103:18829:27643	slr108_3966	9	191	75.70	85.86
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:15854:2720	hmp2011120623S_659	1271	130	71.04	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:12937:3362	hmp2011120623S_707	465	40	22.73	97.50
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:20164:3586	slr108_4663	409	119	52.19	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:20164:3586	slr108_4663	457	70	30.70	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:22831:5910	ssr108_492349	1908	31	32.63	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:22831:5910	ssr108_492349	1908	30	31.58	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:22831:5910	ssr108_492349	1908	30	31.58	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:13858:6434	slr108_15304	1337	62	50.82	93.55
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:13341:6655	hmp2011120623S_238	168	113	68.07	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:24309:6752	slr108_6359	755	129	51.39	98.45
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:24309:6752	ncbibact2012011723S_3604	1022	87	34.66	97.70
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:6495:6793	slr108_1157	1302	136	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:20702:7242	hmp2011120623S_556	1763	109	60.89	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:5372:7275	hmp2011120623S_652	1694	78	49.68	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:20265:7503	slr108_15940	889	111	44.76	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:20265:7503	slr108_15993	882	103	41.53	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:14210:7726	slr108_6152	955	133	62.74	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:20359:8128	hmp2011120623S_668	1661	103	54.50	99.03
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:13823:8188	rdp1028_307532	35	251	100.00	98.01
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:25962:8290	gg20110531_644759	964	153	65.67	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:11141:9049	slr108_3913	3356	95	38.15	97.89
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:11141:9049	slr108_3913	3335	76	30.52	97.37
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:3151:9234	slr108_12427	1471	191	77.96	92.67
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:19333:9246	slr108_15476	1136	66	44.90	93.94
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:6096:9452	slr108_3716	645	69	46.62	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:11511:9844	slr108_15940	1634	197	78.80	87.31
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:5838:10333	hmp2011120623S_436	1531	69	44.23	97.10
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:8670:10338	rdp1028_541602	371	193	81.78	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:6462:10607	hmp2011120623S_640	1071	136	59.65	95.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:17327:10644	ncbibact2012011723S_1207	1040	91	47.89	98.90
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:14001:10679	slr108_18759	392	72	47.06	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:24249:10935	hmp2011120623S_470	1509	189	77.78	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:2343:11732	slr108_4663	1305	117	66.86	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:17668:11735	hmp2011120623S_543	1339	250	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:17387:11837	ssr108_417140	1255	118	59.90	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:2625:11930	hmp2011120623S_623	1255	147	73.13	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:21270:11943	slr108_9036	595	249	100.00	97.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:24018:12112	hmp2011120623S_484	538	172	69.35	99.42
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:24018:12112	slr108_4663	571	45	18.15	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:5413:12279	ncbibact2012011723S_3641	2041	51	39.23	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:8297:12561	slr108_6046	1112	59	42.75	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:21903:12603	gg20110531_666867	756	103	55.98	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:15964:12794	rdp1028_1316914	598	79	46.47	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:1953:12906	slr108_15967	843	100	55.56	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:3766:13397	slr108_90	477	158	67.81	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:6636:13433	ssr108_248612	1317	203	83.20	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:24014:13669	ssr108_248612	1269	181	72.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:24014:13669	ssr108_44634	1473	78	31.20	93.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:23273:13771	slr108_3343	1231	204	83.61	99.51
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:13792:13815	slr108_4745	1899	101	55.80	99.01
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:10264:14077	ssr108_561530	368	61	44.53	98.36
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:3602:14150	slr108_3343	1225	242	96.41	99.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:20860:14445	hmp2011120623S_652	1786	158	63.97	99.37
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:20860:14445	hmp2011120623S_646	781	98	39.68	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:8093:14460	hmp2011120623S_467	89	134	76.57	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:2288:14511	hmp2011120623S_580	2459	251	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:26546:14612	hmp2011120623S_267	1427	83	52.87	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:7504:14732	hmp2011120623S_195	1425	250	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:11180:14932	ncbibact2012011723S_1484	1325	130	62.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:3014:15083	gg20110531_206326	688	148	73.27	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:16375:15097	hmp2011120623S_672	1008	217	86.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:10078:15239	ssr108_226510	1136	64	44.76	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:12064:15629	hmp2011120623S_484	807	174	69.32	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:24666:15671	ncbibact2012011723S_465	1497	217	86.45	99.54
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:9815:15675	hmp2011120623S_652	1145	81	50.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:21124:15902	ncbibact2012011723S_3272	1459	163	67.63	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:16813:17017	slr108_9454	2032	210	84.00	87.62
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:17185:17544	slr108_1014	1922	39	32.50	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:21451:17671	ncbibact2012011723S_736	1124	94	53.71	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:28189:17803	hmp2011120623S_146	1551	193	84.65	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:19301:17935	slr108_6047	1285	151	74.75	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:4760:18042	slr108_15940	887	117	59.39	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:15303:18116	hmp2011120623S_170	1228	90	60.81	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:11484:18168	slr108_17151	218	242	96.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:27362:18252	gg20110531_152100	360	143	64.41	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:8306:18282	hmp2011120623S_658	1421	168	67.47	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1104:23717:18505	slr108_6047	1267	220	88.00	100.00
