cpd00001	h2o
cpd01092	alltn
cpd01093	Amastatin
cpd01094	mAMSA
cpd01095	Androstane
cpd01096	Apramycin
cpd01097	Bergapten
cpd01098	bilea
cpd01099	Calcidiol
cpd01100	Calycosin
cpd01101	Carbamate
cpd01102	Cetraxate
cpd01103	Cyanamide
cpd01104	Cytomycin
cpd01105	D-Apiitol
cpd01106	D-Leucine
cpd01107	dca
cpd01108	Digallate
cpd01109	Ephedrine
cpd01110	VP-16
cpd01111	GDPhexose
cpd01112	cbs_337
cpd01113	hxa
cpd01114	bgly
cpd01115	Ibuprofen
cpd01116	Imidazole
cpd01117	Kievitone
cpd01118	Leupeptin
cpd01119	Licodione
cpd01120	Limonoate
cpd01121	Linamarin
cpd01122	Linoleate
cpd01123	malm
cpd01124	Melatonin
cpd01125	NDP-hexose
cpd01126	nona
cpd01128	Phlorizin
cpd01129	Phthalate
cpd01130	Phytanate
cpd01131	Piroxicam
cpd01132	pur
cpd01133	stchs
cpd01134	Tauropine
cpd01135	Taxifolin
cpd01136	Testolate
cpd01137	Thiorphan
cpd01138	Threonate
cpd01139	Tolrestat
cpd01140	UDP-apiose
cpd01141	Vermelone
cpd01142	Vicianose
cpd01143	Vindoline
cpd01144	cll_399
cpd01145	Z-Arg-Arg
cpd01146	Z-Gly-Pro
cpd01147	n-Decanol
cpd01148	2-AminoAMP
cpd01149	Ac-Tyr-OEt
cpd01150	aa
cpd01151	Adriamycin
cpd01152	Aldohexose
cpd01153	Arene diol
cpd01154	Bz-Arg-OEt
cpd01155	15dap
cpd01156	Calcitriol
cpd01157	chitob
cpd01158	Cilastatin
cpd01159	Coformycin
cpd01160	cysam
cpd01161	D-Fuconate
cpd01162	nop
cpd01163	D-Ornaline
cpd01164	rham-D
cpd01165	Destomysin
cpd01166	Diclofenac
cpd01167	Diflunisal
cpd01168	Disulfiram
cpd01169	L-Dopachrome
cpd01170	ergst
cpd01171	galt
cpd01172	Gibberellin
cpd01173	Globomycin
cpd01174	Glyceollin
cpd01175	Glyphosate
cpd01176	Hesperetin
cpd01177	Indan-1-ol
cpd01178	Inulobiose
cpd01179	Elaidinsaure
cpd01180	Isovitexin
cpd01181	Ketoprofen
cpd01182	Kynurenate
cpd01183	Kynurenine
cpd01184	L-Fructose
cpd01185	L-Fuconate
cpd01186	fcl-L
cpd01187	sbt-L
cpd01188	lanost
cpd01189	Levanbiose
cpd01190	D-Lombricine
cpd01191	Lumichrome
cpd01192	Mannobiose
cpd01193	(+)-Medicarpin
cpd01194	Mesaconate
cpd01196	Morphinone
cpd01197	nebari
cpd01198	Neomycin B
cpd01199	Octylamine
cpd01200	pala
cpd01201	Paromamine
cpd01202	Phloretate
cpd01203	Pinosylvin
cpd01204	Piperidine
cpd01205	Psychosine
cpd01206	pyo
cpd01207	Quercitrin
cpd01208	Resorcin
cpd01209	Scopoletin
cpd01210	Sitosterol
cpd01211	tcynt
cpd01212	Thiopurine
cpd01213	Triacetate
cpd01214	Vistamycin
cpd01215	Vomifoliol
cpd01216	Vomilenine
cpd01217	xtsn
cpd01218	d-Borneol
cpd01220	Carvol
cpd01221	(S)-Acetoin
cpd01222	1,4-Lactone
cpd01223	2-Butenoate
cpd01224	trans-2-Hydroxycinnamate
cpd01225	Aculeacin A
cpd01226	Acylcholine
cpd01227	Albendazole
cpd01228	Aldosterone
cpd01229	Arene oxide
cpd01230	Arylmercury
cpd01231	Benzamidine
cpd01232	Benzenediol
cpd01233	CDP-abequose
cpd01234	Campesterol
cpd01235	Kepone
cpd01236	Chlorophyll
cpd01237	Choloyl-CoA
cpd01238	Columbamine
cpd01239	D-Erythrose
cpd01240	D-Glucoside
cpd01241	D-Norvaline
cpd01242	drib
cpd01243	Desmosterol
cpd01244	Discadenine
cpd01245	GTP-gamma-S
cpd01246	Mucic acid
cpd01247	gluam
cpd01248	Haloacetate
cpd01249	Haloperidol
cpd01250	Heptadecane
cpd01251	Homocystine
cpd01252	Hyponitrite
cpd01253	Indoleamine
cpd01254	Isoorientin
cpd01255	Kanamycin A
cpd01256	Kanamycin C
cpd01257	L-Galactose
cpd01258	L-Norvaline
cpd01259	T4
cpd01260	ddcoa
cpd01261	Leu-Gly-Pro
cpd01262	malttr
cpd01263	Nitroethane
cpd01264	ocdcal
cpd01265	Orsellinate
cpd01266	Pentalenene
cpd01267	Valeramide
cpd01268	Pravastatin
cpd01269	2ppoh
cpd01270	fmnh2
cpd01271	Rifamycin B
cpd01272	Rifamycin O
cpd01273	Rosmarinate
cpd01274	Scopolamine
cpd01275	Secologanin
cpd01276	Stipitatate
cpd01277	Streptamine
cpd01278	Taxiphyllin
cpd01279	Thioacetate
cpd01280	Trichodiene
cpd01281	Trithionate
cpd01282	Xanthoaphin
cpd01283	Methoxsalen
cpd01284	Zopolrestat
cpd01285	(+)-Sabinone
cpd01286	(-)-Sympatol
cpd01287	(R)-Vicianin
cpd01288	1,4-Dithiane
cpd01289	2-Iodophenol
cpd01290	2-Undecanone
cpd01291	3-Oxosteroid
cpd01292	4-Oxoproline
cpd01293	5oxpro
cpd01294	2-Oxepanone
cpd01295	7-Oxosteroid
cpd01296	ADP-D-ribose
cpd01297	Glyceride
cpd01298	aact
cpd01299	Aralkylamine
cpd01300	Asparagusate
cpd01301	Biotin amide
cpd01302	Biotinyl-CoA
cpd01303	Bleomycin B2
cpd01304	Camptothecin
cpd01305	Cucurbitacin
cpd01306	Cycloartenol
cpd01307	D-Lyxitol
cpd01308	D-Asparagine
cpd01309	D-Hamamelose
cpd01310	Daunomycin
cpd01311	dtbt
cpd01312	Disaccharide
cpd01313	Abomacetin
cpd01314	Ferrocyanide
cpd01315	Galactolipid
cpd01316	Gentamicin A
cpd01317	Geranoyl-CoA
cpd01318	Glycocholate
cpd01319	Homoarginine
cpd01320	Hygromycin B
cpd01321	Indometacin
cpd01322	Isoflavanone
cpd01323	Ketoaldehyde
cpd01324	cbs_412
cpd01325	L-Lysinamide
cpd01326	lystrna
cpd01327	L-Norleucine
cpd01328	L-Rhamnonate
cpd01329	malthx
cpd01330	Methotrexate
cpd01331	Naphthazarin
cpd01332	Nocardicin A
cpd01333	Nonanoyl-CoA
cpd01334	Obtusifoliol
cpd01335	occoa
cpd01336	Okadaic acid
cpd01337	Romicil
cpd01338	ptdcal
cpd01339	2-Pentanone
cpd01340	Picolinamide
cpd01341	Piperitenone
cpd01342	Pregnenolone
cpd01343	Pyrazinamide
cpd01344	Secologanate
cpd01345	Taurocyamine
cpd01346	Thalassemine
cpd01347	Thiocysteine
cpd01348	Tolylacetate
cpd01349	Tos-Ph-CH2Cl
cpd01350	Trimethoprim
cpd01351	ubq9
cpd01352	udcp
cpd01353	Xanthommatin
cpd01354	cll_395
cpd01355	cll_396
cpd01356	(R)-Amygdalin
cpd01357	(R)-Mandelate
cpd01358	(S)-Mandelate
cpd01359	16-Oxosteroid
cpd01360	o-Aminophenol
cpd01361	2-Nitrophenol
cpd01362	3-Ethylmalate
cpd01363	3-Oxalomalate
cpd01364	5-Nucleotide
cpd01365	5-Oxoinosine
cpd01366	Acetoxime
cpd01367	Acetylcholine
cpd01368	Vinyl cyanide
cpd01369	2-Propen-1-ol
cpd01370	Aristolochene
cpd01371	Aspulvinone E
cpd01372	Aspulvinone G
cpd01373	Aspulvinone H
cpd01374	Benzimidazole
cpd01375	Blasticidin S
cpd01376	Cellotetraose
cpd01377	Choline ester
cpd01378	CoA-disulfide
cpd01379	Cyanopyrazine
cpd01380	Cyclic ketone
cpd01381	Cyclopentanol
cpd01382	Cytochrome c1
cpd01383	D-Erythrulose
cpd01384	D-Mannuronate
cpd01385	Deoxycytosine
cpd01386	Dihydrozeatin
cpd01387	Farnesoyl-CoA
cpd01388	Gentamicin C2
cpd01389	Gibberellin 19
cpd01390	Gibberellin 20
cpd01391	glygly
cpd01392	Hydroxyindole
cpd01393	Icosanoyl-CoA
cpd01394	Indolelactate
cpd01395	L-Erythrulose
cpd01396	Daturine
cpd01397	Laminariaceae
cpd01398	Linoleoyl-CoA
cpd01399	maltttr
cpd01400	cll_481
cpd01401	Vitamin K1
cpd01402	Phytanoyl-CoA
cpd01403	Prostanoic acid
cpd01404	Pseudotropine
cpd01405	Pseudouridine
cpd01406	Raucaffricine
cpd01407	Volemulose
cpd01408	Aminourea
cpd01409	Sptmyn
cpd01410	Staurosporine
cpd01411	Stipitatonate
cpd01412	Streptonigrin
cpd01413	Styrene oxide
cpd01414	tttnt
cpd01415	thiog
cpd01416	Tos-Arg-CH2Cl
cpd01417	TPCK
cpd01418	TSH
cpd01419	cbs_184
cpd01420	beta-Carotene
cpd01421	bfru-D
cpd01422	cll_392
cpd01423	dTDP-galactose
cpd01424	(2S)-Flavanone
cpd01425	(S)-Mevalonate
cpd01426	(+)-Reticuline
cpd01427	(S)-Scoulerine
cpd01429	1,2-Campholide
cpd01430	11-cis-Retinal
cpd01431	2-Glyceride
cpd01432	2-Methylserine
cpd01433	n2ppn
cpd01434	2-Oxophytanate
cpd01435	3-Oxohexanoate
cpd01436	3-Propylmalate
cpd01437	p-Chlorophenol
cpd01438	p-Nitroaniline
cpd01440	5-Oxohexanoate
cpd01441	acmalt
cpd01442	Acetylagmatine
cpd01443	Acetylpyruvate
cpd01444	Allocryptopine
cpd01445	Angiotonin
cpd01446	Aromatic amine
cpd01447	benz
cpd01448	Boc-Asn-OPhNO2
cpd01449	Chlorophyllide
cpd01450	Corticosterone
cpd01451	Cycloeucalenol
cpd01452	D-Ribosyl-base
cpd01453	D-threo-Aldose
cpd01454	Dihydrolipoate
cpd01455	Formylpyruvate
cpd01456	Geissoschizine
cpd01457	Glucotropeolin
cpd01458	Glycerose
cpd01459	Glycyl-leucine
cpd01460	Hydroxysteroid
cpd01461	Isomaltotriose
cpd01462	Isophenoxazine
cpd01463	Isopimpinellin
cpd01464	Leukotriene B4
cpd01465	Leukotriene C4
cpd01466	Maleylpyruvate
cpd01467	Mefenamic acid
cpd01468	mmal
cpd01469	Mononucleotide
cpd01470	N-Acetylisatin
cpd01471	PHENYLSULFATE
cpd01472	Phenoxyacetate
cpd01473	Phloroglucinol
cpd01474	Plastoquinal-9
cpd01475	Plastoquinol-1
cpd01476	ppp9
cpd01477	Pyruvate oxime
cpd01478	Steryl sulfate
cpd01479	Testolactone
cpd01480	Thromboxane A2
cpd01481	UDP-L-rhamnose
cpd01482	ugam
cpd01483	Veratraldehyde
cpd01484	Z-Phe-Phe-CHN2
cpd01485	Z-Tyr-Leu-NHOH
cpd01486	alpha-D-Lyxose
cpd01487	alpha-D-Xylose
cpd01488	alpha-Santonin
cpd01489	beta-Alanopine
cpd01490	beta-D-Mannose
cpd01491	(+)-cis-Sabinol
cpd01492	Glutaconic acid
cpd01493	1-Methyladenine
cpd01494	10-Oxodecanoate
cpd01495	Dehydroalanine
cpd01496	amuco
cpd01497	2-Cyanopyridine
cpd01498	Maleylacetate
cpd01499	2mbald
cpd01500	2-Methylcholine
cpd01501	2mcit
cpd01502	Citraconate
cpd01503	2-Naphthylamine
cpd01504	aproa
cpd01505	3-Methylguanine
cpd01506	3-Nitroacrylate
cpd01507	oxadpcoa
cpd01508	3-Oxopentanoate
cpd01509	4-Cyanopyridine
cpd01510	4-Nitrocatechol
cpd01511	4-Sulfobenzoate
cpd01512	5-Oxo-D-proline
cpd01514	5-Valerolactone
cpd01515	7-Methyladenine
cpd01516	7-Methylguanine
cpd01517	8-Oxocoformycin
cpd01518	Anthranilyl-CoA
cpd01519	Arachidonyl-CoA
cpd01520	Benzoylagmatine
cpd01521	Castanospermine
cpd01522	Choloyl-taurine
cpd01523	D-2-Aminobutyrate
cpd01524	D-Chondrosamine
cpd01525	D-Glucose oxime
cpd01526	D-Phenylalanine
cpd01527	D-Xylonolactone
cpd01528	Pentostatin
cpd01529	Deoxynucleoside
cpd01530	Dichloromethane
cpd01531	Ethyl sulfide
cpd01532	Digalacturonate
cpd01533	Dihydrocoumarin
cpd01534	1-Dodecanol
cpd01535	ddcal
cpd01536	GDP-L-galactose
cpd01537	Enoxolone
cpd01538	Glycyrrhizin
cpd01539	Tartronic acid
cpd01540	Isopiperitenone
cpd01541	L-Carnitinamide
cpd01543	Latia luciferin
cpd01544	Methylguanidine
cpd01545	Methylitaconate
cpd01546	N-Acetyldiamine
cpd01547	Acetylindoxyl
cpd01548	N-Methylaniline
cpd01549	Phenyldiazane
cpd01550	Phosphocreatine
cpd01551	Phosphoramidate
cpd01552	PGF2b
cpd01553	2hxmp
cpd01554	Sinapyl alcohol
cpd01555	Tolmetin sodium
cpd01556	UDP-L-iduronate
cpd01557	3-Butenoyl-CoA
cpd01558	Xanthopterin-B2
cpd01559	Z-Arg-Arg-NHMec
cpd01560	beta-Alanyl-CoA
cpd01562	beta-L-Rhamnose
cpd01563	acon-T
cpd01564	Norephedrine
cpd01565	Fenchyl alcohol
cpd01566	(2S)-Flavan-4-ol
cpd01567	Allantoin
cpd01569	1,2-Benzoquinone
cpd01570	23camp
cpd01571	23ccmp
cpd01572	23cump
cpd01573	(S)-2-Aminobutanoate
cpd01574	2-Chlorobenzoate
cpd01575	2-Fluorobenzoate
cpd01576	2-Hydroxyadipate
cpd01577	2-Oxosuccinamate
cpd01578	3-Ethoxybenzoate
cpd01579	3-Fluorobenzoate
cpd01580	3-Methyloxindole
cpd01581	3oxdd
cpd01582	4-Chlorobenzoate
cpd01583	4-Fluorobenzoate
cpd01584	p-Aminophenol
cpd01585	Isohexanal
cpd01586	4-Chlorocatechol
cpd01587	5mcsn
cpd01588	6ax
cpd01589	6-Hydroxymellein
cpd01590	Mercaptopurine
cpd01591	6-Methoxymellein
cpd01594	CH3-N(O)=N-CH2OH
cpd01595	Styrylcarbinol
cpd01596	Cyclohex-2-enone
cpd01597	Demethylmacrocin
cpd01598	Formyl phosphate
cpd01599	GLUTACONYL-COA
cpd01600	Heptopyranosides
cpd01601	Hydroxycobalamin
cpd01602	Hypotaurocyamine
cpd01603	Isobutyronitrile
cpd01604	Isonicotineamide
cpd01605	Lglyald
cpd01606	L-Homocitrulline
cpd01607	L-Rhamnofuranose
cpd01608	scys-L
cpd01609	N-Ethylmaleimide
cpd01610	N-Methyltyramine
cpd01611	N6-Acyl-L-lysine
cpd01612	Nonane-4,6-dione
cpd01613	Pent-2-enoyl-CoA
cpd01614	Perillyl alcohol
cpd01615	Phenolic steroid
cpd01616	Benzenediamine
cpd01617	1-Phenylethylamine
cpd01618	1,3-Propanediol
cpd01619	Sabinene hydrate
cpd01620	pre2
cpd01621	T3
cpd01622	tmp
cpd01623	UDP-galactosamine
cpd01624	Uroporphyrin III
cpd01625	Xanthurenate
cpd01626	alpha-D-Lyxoside
cpd01627	alpha-L-Rhamnose
cpd01628	Vitamin E
cpd01629	cll_394
cpd01630	muc
cpd01631	gamma-Tocopherol
cpd01632	(+)-trans-Pulegol
cpd01634	L-beta-Leucine
cpd01635	(Ac)2-L-Lys-D-Ala
cpd01636	(R)-2-Ethylmalate
cpd01637	1-Methyladenosine
cpd01638	2-Hydroxydaidzein
cpd01639	2,4-Dinitrophenol
cpd01640	2-Butyne-1,4-diol
cpd01641	2-Ethyl-1-hexanol
cpd01642	2-Biphenylol
cpd01644	2hmc
cpd01645	2-Pyridone
cpd01646	3c3hmp
cpd01647	pad
cpd01648	3,5-Cyclic dGMP
cpd01649	3-Ribonucleotide
cpd01650	3-(ADP)-glycerate
cpd01651	L-3-Cyanoalanine
cpd01652	3-Dehydroecdysone
cpd01653	3-Fumarylpyruvate
cpd01654	3-Iodo-L-tyrosine
cpd01655	3-Nitropropanoate
cpd01656	3-Oxohexobarbital
cpd01657	4-Aminosalicylate
cpd01658	4-Anisic acid
cpd01659	5-Ribonucleotide
cpd01660	Isorhodeose
cpd01661	3-Phenylcatechol
cpd01662	butpi
cpd01663	Chenodiol
cpd01664	Cholesterol ester
cpd01665	pser-D
cpd01666	Dehydrovomifoliol
cpd01667	Dimethyl selenide
cpd01668	17alpha-Estradiol
cpd01669	Estrone 3-sulfate
cpd01670	Fenprofen calcium
cpd01671	Glycerone sulfate
cpd01672	2-(2-Aminoethyl)indole
cpd01673	Kievitone hydrate
cpd01674	Luciferyl sulfate
cpd01675	Methylmalonyl-CoA
cpd01676	N-Acetylarylamine
cpd01677	N-Acetylimidazole
cpd01678	N-Feruloylglycine
cpd01679	N-Methylhydantoin
cpd01680	N1sprm
cpd01681	Neryl diphosphate
cpd01682	acrn
cpd01683	O-Feruloylquinate
cpd01684	O-Phosphoviomycin
cpd01685	PCP
cpd01686	Perillaldehyde
cpd01687	Phenoxyacetyl-CoA
cpd01688	Phenylgalactoside
cpd01689	Propionylagmatine
cpd01690	Pyrimidodiazepine
cpd01691	Retinol palmitate
cpd01692	Steroid O-sulfate
cpd01693	suc6p
cpd01694	Taurolithocholate
cpd01695	tdcoa
cpd01696	Thien-2-ylacetate
cpd01697	Tolylacetonitrile
cpd01698	alpha-L-Arabinose
cpd01699	(E,E)-Piperoyl-CoA
cpd01700	D-Citramalate
cpd01701	S-Citramalate
cpd01702	(S)-Mandelonitrile
cpd01703	1,4-Naphthoquinone
cpd01704	13-Hydroxylupinine
cpd01705	2,3-Dimethylmalate
cpd01706	2,4-Dichlorophenol
cpd01707	2-Deoxystreptamine
cpd01708	2-Deoxystreptidine
cpd01709	2-Hydroxyglutarate
cpd01710	2ippm
cpd01711	Isobutyrate
cpd01712	20-Hydroxyecdysone
cpd01713	3-Chloro-D-alanine
cpd01714	3-Chloro-L-alanine
cpd01715	3-Dehydrocarnitine
cpd01716	3dhsk
cpd01717	3-Fluoro-D-alanine
cpd01718	3-Methoxytropolone
cpd01719	Isoamylamine
cpd01720	cala
cpd01721	4,5-Leukotriene A4
cpd01722	p-Coumaryl alcohol
cpd01723	gdbtal
cpd01724	4-Hydroxy-2-butynal
cpd01725	cll_73
cpd01726	acglc-D
cpd01727	pime
cpd01728	6-Methylsalicylate
cpd01729	Aldoxime
cpd01730	Acetone cyanhydrin
cpd01731	Benzyl thiocyanate
cpd01732	Bromochloromethane
cpd01733	confald
cpd01734	D-Galactono-1,5-lactone
cpd01735	glcurn
cpd01736	Deacetoxyvindoline
cpd01737	Deoxyribonolactone
cpd01738	Dihydrobiochanin A
cpd01739	Dimethyl telluride
cpd01740	Dodecanedioic acid
cpd01741	ddca
cpd01742	Ecdysone palmitate
cpd01743	Cerebroside
cpd01744	Glycerol monoester
cpd01745	Heteropyrithiamine
cpd01746	Hexose-1,5-lactone
cpd01747	iad
cpd01748	L-Citrulline ester
cpd01749	Lfmkynr
cpd01750	L-Serine O-sulfate
cpd01751	Methyl sulfate
cpd01752	Mucus glycoprotein
cpd01753	N-Acetoxyarylamine
cpd01754	N-Acetyl-L-leucine
cpd01755	N-Acetylhexosamine
cpd01756	N-Acetylmethionine
cpd01757	acmum
cpd01758	aprut
cpd01759	N-Acyl-L-aspartate
cpd01760	N-Acyl-L-glutamine
cpd01761	N-Feruloyltyramine
cpd01762	Formiminoglycine
cpd01763	N-Hydroxyarylamine
cpd01764	N-Methyl-L-alanine
cpd01765	N-Methylhexanamide
cpd01766	N-Methylputrescine
cpd01767	N-Methylpyridinium
cpd01768	N3-Acetylneomycin
cpd01769	N4-Phosphoagmatine
cpd01770	N6-Acetyl-L-lysine
cpd01771	N6-Methyl-L-lysine
cpd01772	sucbz
cpd01773	Phenylphosphate
cpd01774	Phenylethanolamine
cpd01775	prbatp
cpd01776	Photinus luciferin
cpd01777	prbamp
cpd01778	Psychosine sulfate
cpd01779	Reduced-(S)-usnate
cpd01780	Sinapoyltartronate
cpd01781	Triacetate lactone
cpd01782	D-Xylono-1,4-lactone
cpd01783	alpha-Pinene-oxide
cpd01784	enol-Phenylpyruvate
cpd01785	(+)-Pseudoephedrine
cpd01786	(R)-Ureidoglycolate
cpd01787	1,2-Dihydrosantonin
cpd01788	10-Hydroxydecanoate
cpd01789	Dihydroxyindole
cpd01790	Diketopiperazine
cpd01791	2-Acetamidofluorene
cpd01792	2-Dehydro-D-glucose
cpd01793	25dkglcn
cpd01794	2-Deoxy-D-galactose
cpd01795	2dglcn
cpd01796	2-Deoxy-L-arabinose
cpd01797	2-Fluorobenzoyl-CoA
cpd01798	3-Hydroxy-vitamin K
cpd01799	Isobutylamine
cpd01800	2-trans-Hexadecenal
cpd01801	3,4-Dichloroaniline
cpd01802	3-Fluorobenzoyl-CoA
cpd01803	2-Hydroxy-vitamin K
cpd01804	3hykyn
cpd01805	3-Methyleneoxindole
cpd01806	3-Oxo-5beta-steroid
cpd01807	3pop
cpd01808	3beta-Hydroxysterol
cpd01809	4,5-Dioxopentanoate
cpd01810	4-Aminobutanoyl-CoA
cpd01811	4-Fluorobenzoyl-CoA
cpd01812	p-Nitroacetophenone
cpd01813	5-Hydroxypentanoate
cpd01814	5-Oxoprolyl-peptide
cpd01815	8-Hydroxykaempferol
cpd01816	Acenaphthoquinone
cpd01817	Acetylblasticidin S
cpd01818	Albendazole S-oxide
cpd01819	Alditol 6-phosphate
cpd01820	Anhydrotetracycline
cpd01821	Ascorbate 2-sulfate
cpd01822	Hydroxyquinol
cpd01823	Chlordecone alcohol
cpd01824	Cortell
cpd01825	Cortisol 21-sulfate
cpd01826	Dicopac
cpd01827	Cylamic acid
cpd01828	Cypridina luciferin
cpd01829	D-Glucose 6-sulfate
cpd01830	D-Phe-Pro-Arg-CH2Cl
cpd01831	imzac
cpd01832	L-Lysine 1,6-lactam
cpd01833	L-Octanoylcarnitine
cpd01834	MEK
cpd01835	N,N-Dimethylaniline
cpd01836	N-Ethylglycocyamine
cpd01837	N-Furfurylformamide
cpd01838	N-Phospho-D-lombricine
cpd01839	N3-Acetylapramycin
cpd01840	O-Butanoylcarnitine
cpd01841	O-Demethylpuromycin
cpd01842	O-Sinapoylglucarate
cpd01843	Lecanoric acid
cpd01844	ppap
cpd01845	Protochlorophyllide
cpd01847	Ribose triphosphate
cpd01848	S-Hexyl-glutathione
cpd01849	Sinapoyl malate
cpd01850	L-Sorbose 1P
cpd01851	Tetrahydropalmatine
cpd01852	Thiamin acetic acid
cpd01853	Unsaturated alcohol
cpd01854	Watasenia luciferin
cpd01855	Xylitol 5-phosphate
cpd01856	beta-Cyclopiazonate
cpd01857	p-Menthane-3,8-diol
cpd01858	Ampelopsin
cpd01859	(2-Naphthyl)methanol
cpd01860	(R)-Hydroxyglutarate
cpd01861	12ppd-R
cpd01862	(S)-2-O-Sulfolactate
cpd01863	(S)-N-Methylcanadine
cpd01864	(S)-Norlaudanosoline
cpd01866	1mncam
cpd01867	1-Sinapoyl-D-glucose
cpd01868	2-Hydroformononetin
cpd01869	2-Hydroxyisoflavone
cpd01870	2-O-Methyllicodione
cpd01871	3mcat
cpd01872	Dimercaprol
cpd01873	2-Aminobutan-4-olide
cpd01874	2-Caffeoylisocitrate
cpd01875	2-Dehydro-D-xylonate
cpd01876	2-Methyleneglutarate
cpd01877	3,4-Dihydroxypyridine
cpd01878	3,5-Dichlorocatechol
cpd01879	3dsphgn
cpd01880	3-Indoleacetaldoxime
cpd01881	ind3acnl
cpd01882	ivcoa
cpd01883	3-Oxo-5alpha-steroid
cpd01884	3-Oxo-delta1-steroid
cpd01885	3-Oxo-hydroxysteroid
cpd01886	3-Oxoglycyrrhetinate
cpd01887	C12:1(C3)-COA
cpd01888	3beta-Hydroxysteroid
cpd01889	4aabutn
cpd01890	4-Coumaroylshikimate
cpd01891	Propioin
cpd01892	4hbcoa
cpd01893	5-Hydroxyxanthotoxin
cpd01894	5-Oxo-1,2-campholide
cpd01895	7,8-Dihydrobiopterin
cpd01896	6ampenc
cpd01897	7beta-Hydroxysteroid
cpd01898	8-Oxodeoxycoformycin
cpd01899	Ceramide phosphate
cpd01900	Cytarabine
cpd01901	all6p
cpd01902	D-Glucosyl-D-mannose
cpd01903	D-Hexose 6-phosphate
cpd01904	Decaprenol phosphate
cpd01905	Ethyl butyrylacetate
cpd01907	GDP-6-deoxy-D-talose
cpd01908	glyc2p
cpd01909	Hydroxyanthraquinone
cpd01910	L-2-Hydroxyphytanate
cpd01911	Abrine
cpd01912	fuc1p-L
cpd01913	L-Glutaminyl-peptide
cpd01914	metox
cpd01915	L-Palmitoylcarnitine
cpd01916	L-Rhamno-1,4-lactone
cpd01917	Kyotorphin
cpd01918	L-Xylono-1,4-lactone
cpd01919	malt6p
cpd01920	Meclofenamate sodium
cpd01921	N-Acetyl-L-histidine
cpd01922	N-Acetylaralkylamine
cpd01923	acmama
cpd01924	N-Benzoyl-D-arginine
cpd01925	N-Caffeoylputrescine
cpd01926	N-Glucosylnicotinate
cpd01927	N-Hydroxy-L-tyrosine
cpd01928	N-Methylanthranilate
cpd01929	N-Propionylimidazole
cpd01930	N3-Acetylgentamicin
cpd01931	N3-Acetyltobramycin
cpd01932	1,2-Naphthalenediol
cpd01933	O-Carbamoyl-L-serine
cpd01934	O-Propionylcarnitine
cpd01935	Phorbol 13-butanoate
cpd01936	Testosterone acetate
cpd01937	thmtp
cpd01938	Uracil 5-carboxylate
cpd01939	Uridine 2-phosphate
cpd01940	alpha-Cyclopiazonate
cpd01941	dTDP-D-galacturonate
cpd01942	gamma-Linolenoyl-CoA
cpd01943	2,5-Diketocamphane
cpd01944	(+)-trans-Piperitenol
cpd01945	(R)-2-Hydroxystearate
cpd01946	(R)-6-Hydroxynicotine
cpd01947	btd-RR
cpd01948	(S)-2-Hydroxystearate
cpd01949	(S,S)-2,3-Butanediol
cpd01950	1,4-Diguanidinobutane
cpd01951	13-Hydroxydocosanoate
cpd01952	16beta-Hydroxysteroid
cpd01953	17beta-Hydroxysteroid
cpd01954	2,3-Dihydrogossypetin
cpd01955	2,6-Dihydroxypyridine
cpd01956	o-Formylbenzoic acid
cpd01957	2-Hydroxyglutaryl-CoA
cpd01958	2-Hydroxymethylserine
cpd01959	2-O-Caffeoylglucarate
cpd01960	2-Oxohept-3-enedioate
cpd01961	3-Dehydro-L-threonate
cpd01962	3-Guanidinopropanoate
cpd01963	3-Hydroxy-L-glutamate
cpd01964	3-Hydroxybenzaldehyde
cpd01965	3-Hydroxyhexobarbital
cpd01966	3mb2coa
cpd01967	3-Oxo-5beta-cholanate
cpd01968	3-aci-Nitropropanoate
cpd01969	3alpha-Hydroxysteroid
cpd01970	4-O-Methylisoflavone
cpd01971	4-Bromophenyl acetate
cpd01972	4-Chlorophenylacetate
cpd01973	4gudbd
cpd01974	4hglu
cpd01975	4-Hydroxyhydratropate
cpd01976	Hymecromone
cpd01977	4pasp
cpd01978	4-Substituted aniline
cpd01979	5-Acetamidopentanoate
cpd01980	5-Hydroxymethyluracil
cpd01981	5mtr
cpd01982	pram
cpd01983	Coprostan-3-one
cpd01984	6-endo-Hydroxycineole
cpd01985	Daphnetin
cpd01986	N-Aminoacyl-L-histidine
cpd01987	Aromatic hydroxy acid
cpd01988	Aryl beta-D-glucoside
cpd01989	Benzyl isothiocyanate
cpd01990	Cyclobutadipyrimidine
cpd01991	2-Cytidylic acid
cpd01992	D-Glucono-1,4-lactone
cpd01993	D-Glucosylsphingosine
cpd01994	D-Threose 4-phosphate
cpd01995	Deacetylcephalosporin C
cpd01996	Diisopropyl phosphate
cpd01997	dmbzid
cpd01998	Farnesyl triphosphate
cpd01999	gdpdr
cpd02000	Glycerophosphodiester
cpd02001	Glycoprotein inositol
cpd02002	Haloaromatic compound
cpd02003	L-Aspartylhydroxamate
cpd02004	L-Iduronate 2-sulfate
cpd02005	DMF
cpd02006	N-Acetyl-D-hexosamine
cpd02007	N-Acetyl-D-tryptophan
cpd02008	N-Amidino-L-aspartate
cpd02009	N-Amidino-L-glutamate
cpd02010	N-Benzoylanthranilate
cpd02011	N-D-Glucosylarylamine
cpd02012	fmet
cpd02013	N-Glycolyl-D-glucosamine
cpd02014	N-Malonylanthranilate
